Frame,Pillar1,Pillar2,Pillar3
68,1.2036,0.3459,0.9261
69,1.1973,0.3267,0.9438
70,1.1916,0.3085,0.9607
71,1.1866,0.2912,0.9769
72,1.1822,0.2748,0.9924
73,1.1784,0.2593,1.0073
74,1.1752,0.2446,1.0216
75,1.1726,0.2306,1.0354
76,1.1706,0.2173,1.0487
77,1.1691,0.2046,1.0616
78,1.1682,0.1925,1.0742
79,1.1679,0.181,1.0865
80,1.1681,0.17,1.0986
81,1.169,0.1595,1.1106
82,1.1705,0.1495,1.1224
83,1.1725,0.1401,1.1342
84,1.1753,0.1312,1.1461
85,1.1787,0.123,1.158
86,1.1827,0.1157,1.1701
87,1.1875,0.1094,1.1825
88,1.193,0.1044,1.1951
89,1.1992,0.101,1.2082
90,1.2063,0.0996,1.2216
91,1.2141,0.1004,1.2356
92,1.2227,0.1037,1.25
93,1.2319,0.1094,1.2649
94,1.2417,0.1172,1.2802
95,1.2521,0.127,1.2958
96,1.2629,0.1383,1.3118
97,1.274,0.1509,1.328
98,1.2854,0.1644,1.3445
99,1.297,0.1788,1.3612
100,1.3087,0.1937,1.378
101,1.3205,0.209,1.395
102,1.3322,0.2245,1.412
103,1.3438,0.2402,1.429
104,1.3552,0.256,1.446
105,1.3663,0.2716,1.463
106,1.3771,0.2872,1.4798
107,1.3874,0.3024,1.4965
108,1.3971,0.3174,1.5129
109,1.4063,0.332,1.5291
110,1.4147,0.3462,1.545
111,1.4224,0.3599,1.5605
112,1.4293,0.373,1.5756
113,1.4352,0.3856,1.5903
114,1.4401,0.3975,1.6046
115,1.444,0.4088,1.6183
116,1.4466,0.4195,1.6315
117,1.4481,0.4294,1.6441
118,1.4482,0.4387,1.6561
119,1.4469,0.4473,1.6675
120,1.4442,0.4553,1.6783
121,1.4393,0.462,1.6878
122,1.4315,0.4671,1.6957
123,1.421,0.4708,1.7019
124,1.408,0.4733,1.7066
125,1.3925,0.4749,1.7099
126,1.3749,0.4759,1.7119
127,1.3552,0.4766,1.7126
128,1.3336,0.4772,1.7123
129,1.3103,0.4779,1.7109
130,1.2853,0.4791,1.7086
131,1.2589,0.4809,1.7054
132,1.2312,0.4835,1.7013
133,1.2023,0.4871,1.6966
134,1.1723,0.4917,1.6911
135,1.1415,0.4975,1.685
136,1.1099,0.5043,1.6782
137,1.0777,0.5123,1.6708
138,1.0449,0.5213,1.6628
139,1.0118,0.5312,1.6542
140,0.9784,0.5419,1.6449
141,0.9448,0.5536,1.6352
142,0.9111,0.5663,1.6254
143,0.8774,0.5802,1.6156
144,0.8437,0.5951,1.6057
145,0.8101,0.6109,1.596
146,0.7767,0.6275,1.5864
147,0.7435,0.6449,1.577
148,0.7107,0.663,1.5679
149,0.6782,0.6816,1.5591
150,0.6462,0.7007,1.5506
151,0.6147,0.7201,1.5426
152,0.5839,0.7398,1.5349
153,0.5538,0.7595,1.5277
154,0.5244,0.7793,1.521
155,0.4959,0.799,1.5148
156,0.4684,0.8185,1.5091
157,0.4418,0.8376,1.5039
158,0.4164,0.8564,1.4993
159,0.3922,0.8748,1.4952
160,0.3692,0.8925,1.4917
161,0.3475,0.9095,1.4887
162,0.3272,0.9259,1.4861
163,0.3081,0.9415,1.4838
164,0.2901,0.9562,1.4817
165,0.2733,0.9702,1.4797
166,0.2575,0.9833,1.4777
167,0.2427,0.9955,1.4756
168,0.2288,1.007,1.4734
169,0.2158,1.0175,1.4709
170,0.2035,1.0272,1.4681
171,0.1919,1.0361,1.4648
172,0.1811,1.0441,1.461
173,0.1708,1.0513,1.4567
174,0.1612,1.0578,1.4518
175,0.1523,1.0634,1.4461
176,0.144,1.0683,1.4397
177,0.1365,1.0724,1.4324
178,0.1299,1.0759,1.4242
179,0.1245,1.0787,1.4151
180,0.1206,1.0809,1.405
181,0.1186,1.0825,1.3938
182,0.1188,1.0834,1.3811
183,0.1218,1.0838,1.3671
184,0.1278,1.0836,1.3517
185,0.1369,1.0829,1.3347
186,0.1492,1.0818,1.3162
187,0.1645,1.0804,1.2961
188,0.1827,1.0788,1.2743
189,0.2036,1.0771,1.2509
190,0.2271,1.0754,1.2257
191,0.2532,1.0739,1.1987
192,0.2816,1.0727,1.1699
193,0.3124,1.072,1.1392
194,0.3456,1.072,1.1067
195,0.3812,1.0729,1.0723
196,0.4192,1.075,1.0359
197,0.4595,1.0784,0.9976
198,0.5023,1.0835,0.9574
199,0.5475,1.0906,0.9153
200,0.5953,1.0998,0.8714
201,0.6455,1.1116,0.8258
202,0.6978,1.126,0.779
203,0.7516,1.143,0.7318
204,0.8065,1.1626,0.6847
205,0.8619,1.1846,0.6384
206,0.9174,1.2087,0.5937
207,0.9725,1.2346,0.5514
208,1.0266,1.2618,0.5123
209,1.0793,1.2898,0.477
210,1.1301,1.3183,0.4463
211,1.1785,1.3466,0.4207
212,1.224,1.3741,0.4005
213,1.266,1.4005,0.3857
214,1.3042,1.425,0.3758
215,1.338,1.4471,0.3701
216,1.3669,1.4664,0.3677
217,1.3904,1.4823,0.3674
218,1.408,1.4944,0.3682
219,1.4193,1.5021,0.3691
220,1.4238,1.5051,0.3696
221,1.4245,1.5046,0.3685
222,1.4247,1.5023,0.3654
223,1.4247,1.4983,0.3602
224,1.4243,1.4927,0.3533
225,1.4237,1.4857,0.3449
226,1.423,1.4776,0.3351
227,1.4221,1.4684,0.3241
228,1.4211,1.4583,0.3122
229,1.4202,1.4476,0.2996
230,1.4192,1.4364,0.2865
231,1.4184,1.4248,0.273
232,1.4176,1.413,0.2594
233,1.417,1.4012,0.2459
234,1.4165,1.3895,0.2328
235,1.4161,1.3781,0.2201
236,1.4159,1.3671,0.2082
237,1.4158,1.3567,0.1972
238,1.4158,1.347,0.1871
239,1.4159,1.3381,0.1783
240,1.4161,1.3302,0.1707
241,1.4163,1.3235,0.1644
242,1.4165,1.318,0.1595
243,1.4167,1.3139,0.156
244,1.4168,1.3114,0.1538
245,1.4169,1.3105,0.1531
246,1.4169,1.3105,0.1531
247,1.4169,1.3105,0.1531
248,1.4169,1.3105,0.1531
249,1.4169,1.3105,0.1531
250,1.4169,1.3105,0.1531
