Frame,Pillar1,Pillar2,Pillar3
161,19.067,139.3845,83.2413
162,19.6938,139.1057,82.899
163,20.3992,138.6619,82.4195
164,21.192,138.0665,81.8074
165,22.0814,137.3318,81.0676
166,23.0779,136.4693,80.205
167,24.194,135.4902,79.2247
168,25.4451,134.4048,78.132
169,26.8518,133.2231,76.9323
170,28.4404,131.9547,75.631
171,30.2454,130.6087,74.2337
172,-32.3107,129.1943,72.746
173,-34.6917,127.7203,71.1736
174,-37.4564,126.1951,69.5222
175,-40.6859,124.6273,67.7977
176,-44.4731,123.0253,66.0058
177,-48.9183,121.3975,64.1526
178,-54.1196,119.752,62.2441
179,-60.1543,118.0972,60.2863
180,-67.0514,116.4412,58.2856
181,-74.7923,114.7988,56.2496
182,-83.2371,113.1892,54.1907
183,-92.0807,111.6281,52.1224
184,-100.9413,110.1312,50.0582
185,-109.4537,108.7143,48.0121
186,-117.3518,107.3934,45.998
187,-124.4986,106.1843,44.0306
188,-130.8663,105.103,42.1246
189,-136.4971,104.1652,40.2954
190,-141.4652,103.3865,38.5589
191,-145.8526,102.7821,36.9317
192,-149.7355,102.3666,35.4314
193,-153.1794,102.154,34.0762
194,-156.2375,102.1573,32.886
195,-158.9523,102.3885,31.8821
196,-161.3567,102.858,31.088
197,-163.4769,103.5744,30.5292
198,-165.334,104.5447,30.2352
199,-166.9458,105.7736,30.2399
200,-168.3286,107.2635,30.5831
201,-169.5002,109.0049,31.3051
202,-170.4853,110.9472,32.423
203,-171.3101,113.0313,33.9517
204,-171.999,115.2006,35.912
205,-172.574,117.4024,38.3293
206,-173.0551,119.5883,41.2316
207,-173.4603,121.7146,44.6447
208,-173.8058,123.7429,48.5845
209,-174.1074,125.6388,53.0441
210,-174.3803,127.372,57.9783
211,-174.6384,128.9153,63.2869
212,-174.8943,130.244,68.8042
213,-175.1572,131.335,74.3047
214,-175.4293,132.1663,79.5258
215,-175.7004,132.7159,84.2041
216,-175.9388,132.9617,88.1088
217,-176.0797,132.8806,91.059
218,176.0211,132.4482,92.9223
219,175.6491,131.6379,93.5992
220,174.8889,130.4208,93.0046
221,173.5233,128.5818,91.3216
222,171.3215,125.9751,88.845
223,168.3405,122.6726,85.6587
224,164.6843,118.7468,81.8502
225,160.4526,114.2703,77.5116
226,155.7339,109.3161,72.7416
227,150.6086,103.957,67.6486
228,145.1526,98.2661,62.3547
229,139.4389,92.3165,57.002
230,133.5388,86.181,51.7611
231,127.5226,79.9323,46.8411
232,121.4599,73.6431,42.4982
