Frame,Pillar1,Pillar2,Pillar3
88,0.5695,0.5881,1.1995
89,0.5934,0.5642,1.1973
90,0.6174,0.5402,1.1954
91,0.6416,0.5161,1.1937
92,0.6659,0.492,1.1922
93,0.6902,0.4679,1.191
94,0.7145,0.4438,1.1901
95,0.7387,0.4199,1.1893
96,0.7629,0.3962,1.1888
97,0.7868,0.3726,1.1884
98,0.8106,0.3494,1.1881
99,0.8341,0.3265,1.188
100,0.8573,0.304,1.188
101,0.8802,0.282,1.1879
102,0.9027,0.2605,1.1879
103,0.9248,0.2397,1.1878
104,0.9464,0.2197,1.1876
105,0.9675,0.2006,1.1873
106,0.988,0.1825,1.1868
107,1.0079,0.1657,1.186
108,1.0272,0.1505,1.1849
109,1.0458,0.1371,1.1835
110,1.0637,0.1259,1.1816
111,1.0808,0.1175,1.1793
112,1.0971,0.1121,1.1765
113,1.1126,0.1099,1.173
114,1.1272,0.111,1.169
115,1.1409,0.115,1.1642
116,1.1537,0.1215,1.1586
117,1.1656,0.1299,1.1523
118,1.1764,0.14,1.145
119,1.1863,0.1511,1.1368
120,1.1951,0.1632,1.1277
121,1.2029,0.176,1.1175
122,1.2098,0.1894,1.1063
123,1.2158,0.2032,1.0943
124,1.221,0.2175,1.0813
125,1.2255,0.2323,1.0674
126,1.2294,0.2475,1.0528
127,1.2325,0.2631,1.0372
128,1.2351,0.2791,1.021
129,1.2372,0.2956,1.0039
130,1.2388,0.3125,0.9862
131,1.24,0.3298,0.9677
132,1.2408,0.3476,0.9486
133,1.2414,0.3658,0.929
134,1.2416,0.3845,0.9087
135,1.2417,0.4035,0.8879
136,1.2415,0.423,0.8666
137,1.2413,0.4429,0.8449
138,1.241,0.4631,0.8228
139,1.2406,0.4837,0.8003
140,1.2403,0.5046,0.7774
141,1.2399,0.5257,0.7543
142,1.2397,0.5472,0.731
143,1.2396,0.5689,0.7075
144,1.2396,0.5907,0.6838
145,1.2397,0.6127,0.66
146,1.2401,0.6349,0.6362
147,1.2406,0.6571,0.6123
148,1.2414,0.6794,0.5885
149,1.2424,0.7016,0.5648
150,1.2437,0.7239,0.5412
151,1.2451,0.746,0.5178
152,1.2469,0.7681,0.4947
153,1.2488,0.7899,0.4718
154,1.251,0.8116,0.4493
155,1.2535,0.833,0.4271
156,1.2561,0.8541,0.4054
157,1.259,0.8749,0.3843
158,1.2621,0.8953,0.3636
159,1.2653,0.9153,0.3437
160,1.2686,0.9348,0.3244
161,1.2721,0.9538,0.3058
162,1.2757,0.9722,0.2881
163,1.2794,0.9901,0.2712
164,1.283,1.0073,0.2553
165,1.2867,1.0237,0.2403
166,1.2904,1.0395,0.2265
167,1.294,1.0545,0.2137
168,1.2975,1.0686,0.2021
169,1.3009,1.0818,0.1917
170,1.3042,1.0942,0.1824
171,1.3072,1.1055,0.1744
172,1.3101,1.1159,0.1675
173,1.3127,1.1252,0.1618
174,1.315,1.1334,0.1571
175,1.317,1.1405,0.1534
176,1.3187,1.1464,0.1506
177,1.3201,1.151,0.1485
178,1.321,1.1544,0.1472
179,1.3217,1.1565,0.1465
180,1.3219,1.1572,0.1464
181,1.3214,1.1563,0.1472
182,1.32,1.1536,0.1489
183,1.3176,1.1492,0.1518
184,1.3144,1.1431,0.1557
185,1.3103,1.1354,0.1609
186,1.3055,1.1261,0.1673
187,1.3,1.1154,0.175
188,1.2937,1.1032,0.1841
189,1.287,1.0897,0.1947
190,1.2796,1.0749,0.2066
191,1.2718,1.0588,0.2199
192,1.2637,1.0415,0.2346
193,1.2551,1.0232,0.2507
194,1.2464,1.0038,0.2679
195,1.2374,0.9834,0.2864
196,1.2284,0.9621,0.306
197,1.2193,0.94,0.3266
198,1.2102,0.917,0.3482
199,1.2013,0.8933,0.3707
200,1.1925,0.869,0.394
201,1.184,0.8441,0.4181
202,1.1757,0.8186,0.4428
203,1.1679,0.7926,0.4681
204,1.1604,0.7662,0.4939
205,1.1535,0.7395,0.5202
206,1.147,0.7125,0.5469
207,1.1411,0.6853,0.5739
208,1.1359,0.658,0.6011
209,1.1313,0.6306,0.6285
210,1.1273,0.6031,0.656
211,1.1241,0.5757,0.6836
212,1.1215,0.5485,0.7111
213,1.1196,0.5214,0.7385
214,1.1184,0.4946,0.7658
215,1.118,0.4681,0.7929
216,1.1181,0.4421,0.8196
217,1.1189,0.4165,0.8461
218,1.1204,0.3915,0.8721
219,1.1224,0.3672,0.8976
220,1.1249,0.3435,0.9226
221,1.1279,0.3207,0.947
222,1.1313,0.2989,0.9707
223,1.1351,0.278,0.9937
224,1.1391,0.2582,1.0159
225,1.1435,0.2396,1.0372
226,1.148,0.2223,1.0576
227,1.1526,0.2064,1.077
228,1.1572,0.192,1.0954
229,1.1618,0.1791,1.1126
230,1.1663,0.1679,1.1287
231,1.1707,0.1582,1.1436
232,1.1748,0.1502,1.1571
233,1.1786,0.1437,1.1693
234,1.1821,0.1387,1.1801
235,1.1851,0.1348,1.1894
236,1.1878,0.132,1.1971
237,1.1898,0.1301,1.2033
238,1.1914,0.1289,1.2077
239,1.1923,0.1282,1.2104
240,1.1927,0.128,1.2113
241,1.1927,0.128,1.2113
242,1.1927,0.128,1.2113
243,1.1927,0.128,1.2113
244,1.1927,0.128,1.2113
245,1.1927,0.128,1.2113
246,1.1927,0.128,1.2113
247,1.1927,0.128,1.2113
248,1.1927,0.128,1.2113
249,1.1927,0.128,1.2113
250,1.1927,0.128,1.2113
