Frame,Pillar1,Pillar2,Pillar3
221,92.8155,21.4034,174.1171
222,93.3238,22.9684,174.1553
223,93.8599,24.7561,174.0961
224,94.4167,26.7855,173.9711
225,94.9871,29.0771,173.807
226,95.5645,31.6499,173.6246
227,96.1423,34.5176,173.4395
228,96.7142,37.6834,173.262
229,97.2742,41.1339,173.099
230,97.8162,44.8334,172.9546
231,98.3344,48.7183,172.8307
232,98.8231,52.6965,172.7278
233,99.2764,56.6499,172.6455
234,99.6886,60.4436,172.5823
235,100.0541,63.9378,172.5364
236,100.3668,67.0005,172.5052
237,100.6209,69.5165,172.4862
238,100.8103,71.392,172.4766
239,100.9287,72.5548,172.4731
240,100.9696,72.9514,172.4726
241,100.9696,72.9514,172.4726
242,100.9696,72.9514,172.4726
243,100.9696,72.9514,172.4726
244,100.9696,72.9514,172.4726
245,100.9696,72.9514,172.4726
246,100.9696,72.9514,172.4726
247,100.9696,72.9514,172.4726
248,100.9696,72.9514,172.4726
249,100.9696,72.9514,172.4726
250,100.9696,72.9514,172.4726
