Frame,Pillar1,Pillar2,Pillar3,Pillar4,Pillar5
109,-145.9865,177.1529,31.2359,54.3188,72.8493
110,-146.0422,177.2725,31.1628,54.3495,72.9007
111,-146.0792,177.416,30.9134,54.368,72.9466
112,-146.099,177.5843,30.471,54.3757,72.9888
113,-146.103,177.7779,29.8111,54.374,73.0287
114,-146.0928,177.9969,28.899,54.3644,73.0678
115,-146.0701,178.2424,27.6835,54.3482,73.1078
116,-146.0364,178.514,26.0876,54.3271,73.1503
117,-145.9934,178.8107,23.9933,54.3025,73.197
118,-145.9428,179.1315,21.2139,54.2761,73.2495
119,-145.8863,179.4696,17.4423,54.2494,73.3097
120,-145.8256,179.7671,12.158,54.2242,73.3795
121,-145.7624,-179.6379,4.5418,54.2022,73.4608
122,-145.8336,-179.3636,-8.5294,54.0295,73.4061
123,-146.1638,-179.2822,-29.1607,53.5644,73.0805
124,-146.7369,-179.4,-56.2923,52.828,72.5043
125,-147.5364,-179.6847,-80.4037,51.841,71.6982
126,-148.546,179.6798,-96.7823,50.6242,70.6826
127,-149.7489,179.051,-107.5149,49.1986,69.4781
128,-151.1282,178.2271,-115.0512,47.5849,68.1055
129,-152.6666,177.2515,-120.8118,45.804,66.5854
130,-154.3468,176.1418,-125.5494,43.8767,64.9384
131,-156.1509,174.9127,-129.6708,41.8239,63.1852
132,-158.0607,173.5793,-133.404,39.6665,61.3464
133,-160.058,172.1568,-136.8808,37.4253,59.4426
134,-162.1241,170.661,-140.1783,35.1213,57.4945
135,-164.2401,169.108,-143.3408,32.7754,55.5224
136,-166.3868,167.5145,-146.3925,30.4087,53.5467
137,-168.5449,165.8977,-149.3444,28.042,51.5878
138,-170.6948,164.2752,-152.1988,25.6966,49.6658
139,-172.8166,162.665,-154.9523,23.3934,47.8007
140,-174.8902,161.0857,-157.597,21.1536,46.0123
141,-176.8937,159.5561,-160.1224,18.9984,44.3201
142,-178.7962,158.0951,-162.5155,16.9491,42.7435
143,179.3073,156.7222,-164.7619,15.0269,41.3014
144,177.6603,155.457,-166.8458,13.2532,40.0127
145,176.1292,154.3193,-168.7507,11.6494,38.8957
146,174.7626,153.329,-170.4592,10.2369,37.9683
147,173.5835,152.5063,-171.9535,9.0368,37.2481
148,172.613,151.8713,-173.2153,8.0704,36.7522
149,171.8715,151.4442,-174.2261,7.3579,36.4972
150,171.3797,151.2453,-174.9667,6.9199,36.4994
151,171.0376,151.175,-175.5388,6.656,36.6546
152,170.7309,151.1202,-176.058,6.4511,36.8455
153,170.4583,151.0816,-176.5275,6.302,37.0688
154,170.2187,151.0592,-176.9496,6.2051,37.321
155,170.0105,151.0531,-177.3267,6.1572,37.5988
156,169.8323,151.0632,-177.6619,6.1544,37.8991
157,169.6825,151.0889,-177.9571,6.193,38.219
158,169.5596,151.1299,-178.2148,6.2693,38.5558
159,169.4617,151.1855,-178.4377,6.3789,38.9067
160,169.3874,151.255,-178.6272,6.5182,39.2693
161,169.3347,151.3374,-178.7867,6.6828,39.6414
162,169.302,151.432,-178.9179,6.8684,40.0209
163,169.2875,151.5378,-179.0229,7.071,40.4056
164,169.2893,151.6535,-179.1047,7.286,40.794
165,169.3056,151.7782,-179.1648,7.5092,41.1841
166,169.3344,151.9106,-179.2051,7.736,41.5747
167,169.3741,152.0495,-179.2283,7.9621,41.9641
168,169.4225,152.1937,-179.2373,8.1831,42.3513
169,169.4777,152.3418,-179.2331,8.3943,42.7351
170,169.538,152.4925,-179.2182,8.5913,43.1144
171,169.6013,152.6443,-179.1948,8.7696,43.4886
172,169.6656,152.796,-179.1653,8.9244,43.8567
173,169.729,152.9459,-179.132,9.0509,44.2182
174,169.7895,153.0928,-179.0968,9.144,44.5727
175,169.8451,153.2349,-179.0615,9.1986,44.9198
176,169.8936,153.3708,-179.029,9.2088,45.2594
177,169.9332,153.4989,-179.0017,9.1687,45.5914
178,169.9617,153.6177,-178.9816,9.0712,45.916
179,169.977,153.7253,-178.9711,8.9088,46.2336
180,169.9772,153.8202,-178.9726,8.6726,46.5448
181,169.9598,153.9006,-178.9892,8.3527,46.8504
182,169.9229,153.9647,-179.0229,7.9379,47.1516
183,169.8643,154.0108,-179.0755,7.4173,47.4499
184,169.7817,154.0368,-179.1508,6.7846,47.7471
185,169.6729,154.041,-179.2508,6.0536,48.0456
186,169.5356,154.0213,-179.378,5.3123,48.3482
187,169.3675,153.9757,-179.5359,4.8883,48.6584
188,169.1661,153.9021,-179.725,-5.6147,48.9804
189,168.9293,153.7983,-179.9283,-8.5497,49.3192
190,168.6544,153.662,179.7648,-14.9063,49.6809
191,168.1048,153.2549,179.2551,-29.6425,49.7293
192,167.08,152.3749,178.3147,-62.1047,49.1689
193,165.6321,151.0739,176.9907,-99.8605,48.0667
194,163.8138,149.4044,175.3292,-121.2775,46.4889
195,161.6776,147.419,173.3758,-132.3979,44.5009
196,159.2764,145.1703,171.1773,-139.3199,42.1675
197,156.6632,142.7112,168.781,-144.4429,39.5529
198,153.8914,140.0947,166.235,-148.7226,36.7215
199,151.0144,137.3738,163.5882,-152.5699,33.7371
200,148.0857,134.6016,160.8901,-156.1663,30.6643
201,145.1593,131.8315,158.191,-159.5851,27.5677
202,142.2891,129.1166,155.542,-162.8444,24.5134
203,139.5292,126.5105,152.9947,-165.932,21.5685
204,136.9341,124.0666,150.6012,-168.8177,18.8025
205,134.558,121.8385,148.4145,-171.4599,16.288
206,132.4558,119.8801,146.4878,-173.8088,14.1004
207,130.6821,118.245,144.875,-175.8057,12.3169
208,129.2919,116.9872,143.6301,-177.378,11.011
209,128.3402,116.1607,142.8076,-178.4281,10.2436
210,127.882,115.8196,142.4624,-178.8951,10.0556
211,127.6938,115.7402,142.3723,-179.0302,10.228
212,127.5149,115.6629,142.2801,178.9773,10.5264
213,127.3458,115.5883,142.1873,178.7838,10.9573
214,127.1864,115.5166,142.0952,178.5226,11.5268
215,127.0368,115.4482,142.005,178.2387,12.2426
216,126.8971,115.3833,141.9176,177.9539,13.1122
217,126.7672,115.3221,141.8336,177.6791,14.1438
218,126.6469,115.2647,141.7538,177.419,15.3455
219,126.536,115.2112,141.6785,177.1762,16.7243
220,126.4344,115.1617,141.6081,176.9519,18.2849
221,126.3418,115.1162,141.5428,176.7464,20.0276
222,126.258,115.0747,141.4827,176.5595,21.9467
223,126.1825,115.037,141.428,176.3911,24.0283
224,126.115,115.0032,141.3785,176.2406,26.2479
225,126.0552,114.973,141.3343,176.1069,28.5696
226,126.0027,114.9464,141.2951,175.9894,30.9463
227,125.957,114.9231,141.2607,175.8873,33.321
228,125.9177,114.9031,141.231,175.7995,35.6321
229,125.8843,114.886,141.2057,175.7249,37.8169
230,125.8565,114.8717,141.1844,175.6627,39.8192
231,125.8336,114.8599,141.1669,175.6116,41.5932
232,125.8153,114.8505,141.1528,175.5707,43.1084
233,125.801,114.8431,141.1418,175.5389,44.3496
234,125.7903,114.8376,141.1336,175.5148,45.3198
235,125.7826,114.8336,141.1276,175.4976,46.035
236,125.7774,114.8309,141.1236,175.4861,46.524
237,125.7743,114.8293,141.1212,175.4791,46.8246
238,125.7727,114.8285,141.12,175.4754,46.9802
239,125.7721,114.8282,141.1195,175.4742,47.0375
240,125.772,114.8281,141.1194,175.474,47.0458
241,125.772,114.8281,141.1194,175.474,47.0458
242,125.772,114.8281,141.1194,175.474,47.0458
243,125.772,114.8281,141.1194,175.474,47.0458
244,125.772,114.8281,141.1194,175.474,47.0458
245,125.772,114.8281,141.1194,175.474,47.0458
246,125.772,114.8281,141.1194,175.474,47.0458
247,125.772,114.8281,141.1194,175.474,47.0458
248,125.772,114.8281,141.1194,175.474,47.0458
249,125.772,114.8281,141.1194,175.474,47.0458
250,125.772,114.8281,141.1194,175.474,47.0458
