Frame,Pillar1,Pillar2,Pillar3,Pillar4
0,-9.0578,-55.3869,48.3287,-139.1855
1,-9.0578,-55.3869,48.3287,-139.1855
2,-8.9251,-55.3144,48.887,-139.1676
3,-8.5331,-55.0995,50.6078,-139.1132
4,-7.8909,-54.7468,53.6651,-139.0215
5,-7.0073,-54.2618,58.3148,-138.8914
6,-5.891,-53.6501,64.7608,-138.7214
7,-4.5529,-52.9181,72.9475,-138.51
8,-3.0137,-52.0724,82.3786,-138.2554
9,-1.3756,-51.1197,92.1844,-137.9556
10,1.2234,-50.0677,101.4913,-137.6087
11,3.2282,-48.9237,109.7708,-137.2122
12,5.601,-47.6957,116.89,-136.7638
13,8.1976,-46.3919,122.9611,-136.2613
14,10.9959,-45.0206,128.1802,-135.7022
15,13.9862,-43.5908,132.7431,-135.0844
16,17.1613,-42.1113,136.8117,-134.4058
17,20.5148,-40.5914,140.5103,-133.6647
18,24.0399,-39.0408,143.9302,-132.8598
19,27.7291,-37.4692,147.1382,-131.99
20,31.5738,-35.8869,150.1805,-131.055
21,35.5638,-34.3043,153.089,-130.0549
22,39.6874,-32.732,155.8845,-128.9904
23,43.9309,-31.181,158.5777,-127.8628
24,48.2782,-29.6621,161.1712,-126.6743
25,52.7109,-28.1867,163.6585,-125.4273
26,57.2085,-26.7653,166.0213,-124.1251
27,61.7479,-25.409,168.2247,-122.7715
28,66.304,-24.1275,170.205,-121.3708
29,70.8505,-22.93,171.851,-119.9278
30,75.3594,-21.8246,172.9876,-118.4478
31,79.8026,-20.8186,-173.4185,-116.9363
32,84.152,-19.9199,-173.0843,-115.3994
33,88.3803,-19.1415,-172.1506,-113.8432
34,92.4615,-18.5132,-170.8629,-112.2741
35,96.3714,-18.1089,-169.4096,-110.6987
36,100.0878,-18.1051,-167.9075,-109.1236
37,103.5911,-18.8859,-166.4276,-107.5556
38,106.8639,21.16,-165.016,-106.0012
39,109.8912,25.918,-163.7062,-104.4671
40,112.6603,34.0079,-162.525,-102.9598
41,115.1667,45.333,-161.4913,-101.4856
42,117.4239,58.2408,-160.6109,-100.0483
43,119.4471,70.308,-159.8865,-98.6499
44,121.2522,80.0371,-159.3201,-97.292
45,122.8549,87.2747,-158.9131,-95.9756
46,124.2705,92.5081,-158.6668,-94.7016
47,125.514,96.2945,-158.5818,-93.4706
48,126.5994,99.0719,-158.6584,-92.2828
49,127.5405,101.1502,-158.8961,-91.1381
50,128.3501,102.7398,-159.294,-90.0362
51,129.0404,103.9829,-159.8506,-88.9768
52,129.6225,104.9757,-160.5624,-87.9591
53,130.107,105.7851,-161.4258,-86.9824
