Frame,Pillar1,Pillar2,Pillar3,Pillar4
1,1.5763,0.9265,1.02,0.0951
2,1.5762,0.9265,1.0197,0.0953
3,1.5759,0.9267,1.019,0.0957
4,1.5755,0.927,1.0177,0.0964
5,1.575,0.9274,1.016,0.0973
6,1.5742,0.928,1.0138,0.0986
7,1.5733,0.9286,1.0111,0.1002
8,1.5723,0.9293,1.008,0.1021
9,1.5711,0.9302,1.0044,0.1043
10,1.5697,0.9311,1.0004,0.107
11,1.5681,0.9321,0.996,0.11
12,1.5664,0.9332,0.9911,0.1134
13,1.5646,0.9343,0.9859,0.1172
14,1.5625,0.9356,0.9802,0.1215
15,1.5604,0.937,0.9741,0.1261
16,1.558,0.9384,0.9676,0.1313
17,1.5555,0.9399,0.9608,0.1368
18,1.5529,0.9415,0.9536,0.1428
19,1.5501,0.9432,0.946,0.1493
20,1.5472,0.945,0.9381,0.1561
21,1.5441,0.9468,0.9298,0.1634
22,1.5409,0.9488,0.9212,0.1711
23,1.5376,0.9508,0.9123,0.1792
24,1.5341,0.9529,0.903,0.1876
25,1.5305,0.9551,0.8935,0.1964
26,1.5267,0.9574,0.8836,0.2056
27,1.5228,0.9597,0.8734,0.2151
28,1.5188,0.9621,0.863,0.225
29,1.5147,0.9647,0.8522,0.2351
30,1.5104,0.9673,0.8412,0.2456
31,1.506,0.9699,0.83,0.2564
32,1.5015,0.9727,0.8184,0.2674
33,1.4968,0.9755,0.8066,0.2787
34,1.4921,0.9784,0.7946,0.2902
35,1.4872,0.9814,0.7824,0.302
36,1.4822,0.9844,0.7699,0.314
37,1.477,0.9875,0.7572,0.3262
38,1.4718,0.9907,0.7442,0.3387
39,1.4664,0.9939,0.7311,0.3513
40,1.4609,0.9972,0.7177,0.3641
41,1.4553,1.0006,0.7042,0.3771
42,1.4495,1.0039,0.6904,0.3903
43,1.4436,1.0074,0.6765,0.4036
44,1.4376,1.0108,0.6624,0.417
45,1.4315,1.0143,0.6481,0.4306
46,1.4252,1.0178,0.6336,0.4443
47,1.4188,1.0214,0.619,0.4582
48,1.4122,1.0249,0.6042,0.4721
49,1.4056,1.0285,0.5892,0.4862
50,1.3987,1.0321,0.5741,0.5003
51,1.3917,1.0356,0.5589,0.5146
52,1.3846,1.0392,0.5434,0.5289
53,1.3773,1.0428,0.5279,0.5433
54,1.3698,1.0463,0.5122,0.5577
55,1.3622,1.0498,0.4964,0.5723
56,1.3544,1.0532,0.4804,0.5869
57,1.3464,1.0566,0.4643,0.6015
58,1.3382,1.06,0.4481,0.6162
59,1.3299,1.0633,0.4318,0.6309
60,1.3213,1.0666,0.4153,0.6457
61,1.3126,1.0698,0.3988,0.6605
62,1.3036,1.0729,0.3821,0.6753
63,1.2944,1.0759,0.3654,0.6902
64,1.285,1.0788,0.3486,0.7051
65,1.2753,1.0817,0.3317,0.72
66,1.2655,1.0844,0.3148,0.7349
67,1.2553,1.087,0.2978,0.7498
68,1.2449,1.0896,0.2809,0.7648
69,1.2343,1.092,0.264,0.7798
70,1.2234,1.0942,0.2471,0.7948
71,1.2122,1.0964,0.2304,0.8098
72,1.2007,1.0984,0.214,0.8248
73,1.1889,1.1003,0.1979,0.8399
74,1.1768,1.1021,0.1823,0.855
75,1.1643,1.1037,0.1674,0.8701
76,1.1516,1.1052,0.1535,0.8852
77,1.1385,1.1065,0.1409,0.9003
78,1.1251,1.1077,0.1303,0.9155
