Frame,Pillar1,Pillar2,Pillar3,Pillar4
212,0.5698,0.4196,1.3095,1.2215
213,0.5801,0.4021,1.3013,1.2043
214,0.5905,0.3848,1.2933,1.1874
215,0.6011,0.3678,1.2856,1.1707
216,0.6117,0.3511,1.2781,1.1542
217,0.6224,0.3347,1.2709,1.1381
218,0.6331,0.3187,1.2639,1.1222
219,0.6437,0.3031,1.2572,1.1068
220,0.6542,0.288,1.2508,1.0917
221,0.6646,0.2733,1.2447,1.0771
222,0.6747,0.2592,1.2389,1.0629
223,0.6847,0.2456,1.2333,1.0492
224,0.6944,0.2325,1.2281,1.036
225,0.7038,0.2202,1.2232,1.0234
226,0.7128,0.2084,1.2186,1.0113
227,0.7214,0.1974,1.2143,0.9999
228,0.7296,0.187,1.2103,0.9891
229,0.7374,0.1775,1.2066,0.979
230,0.7446,0.1686,1.2033,0.9696
231,0.7514,0.1606,1.2002,0.961
232,0.7575,0.1534,1.1975,0.9531
233,0.763,0.147,1.195,0.9461
234,0.7679,0.1415,1.1929,0.9398
235,0.7721,0.1368,1.1911,0.9345
236,0.7757,0.1329,1.1896,0.93
237,0.7784,0.1299,1.1884,0.9265
238,0.7805,0.1278,1.1875,0.9239
239,0.7817,0.1265,1.187,0.9224
240,0.7821,0.126,1.1868,0.9219
241,0.7821,0.126,1.1868,0.9219
242,0.7821,0.126,1.1868,0.9219
243,0.7821,0.126,1.1868,0.9219
244,0.7821,0.126,1.1868,0.9219
245,0.7821,0.126,1.1868,0.9219
246,0.7821,0.126,1.1868,0.9219
247,0.7821,0.126,1.1868,0.9219
248,0.7821,0.126,1.1868,0.9219
249,0.7821,0.126,1.1868,0.9219
250,0.7821,0.126,1.1868,0.9219
