Frame,Pillar1,Pillar2,Pillar3,Pillar4,Pillar5
1,83.6352,51.8051,-20.92,-9.8034,3.9966
2,83.9883,51.8784,-20.8705,-9.7556,4.045
3,85.0195,52.0938,-20.7257,-9.6156,4.1864
4,86.6699,52.4444,-20.4911,-9.3885,4.416
5,88.8626,52.9231,-20.1722,-9.0793,4.729
6,91.5078,53.5231,-19.7745,-8.6933,5.1202
7,94.5089,54.2374,-19.3033,-8.2354,5.5848
8,97.7691,55.0592,-18.7642,-7.7107,6.1178
9,101.1969,55.9815,-18.1625,-7.1245,6.7141
10,104.7118,56.9976,-17.5037,-6.4816,7.3687
11,108.2466,58.1005,-16.7932,-5.7872,8.0765
12,111.7491,59.2835,-16.0364,-5.0466,8.8324
13,115.1818,60.5398,-15.2389,-4.2646,9.6314
14,118.5197,61.8627,-14.4062,-3.4469,10.4685
15,121.748,63.2454,-13.5436,-2.5987,11.3383
16,124.86,64.6813,-12.6569,-1.7269,12.2361
17,127.8547,66.1638,-11.7516,-0.8437,13.1565
18,130.7346,67.6862,-10.8333,0.2382,14.0946
19,133.5048,69.242,-9.9077,1.0448,15.0452
20,136.1712,70.8248,-8.9805,1.9645,16.0033
21,138.7404,72.428,-8.0575,2.8914,16.9637
22,141.219,74.0454,-7.1444,3.8155,17.9213
23,143.6129,75.6705,-6.2472,4.7307,18.8709
24,145.9276,77.2971,-5.372,5.6314,19.8076
25,148.168,78.919,-4.5245,6.5123,20.726
26,150.3381,80.5301,-3.7109,7.3679,21.6212
27,152.4414,82.1244,-2.9375,8.1932,22.4878
28,154.4808,83.6958,-2.2106,8.9828,23.3207
29,156.4584,85.2386,-1.5365,9.7315,24.1148
30,158.3759,86.7469,-0.9224,10.434,24.8649
31,160.2345,88.215,-0.3774,11.085,25.5658
32,162.035,89.6372,0.1392,11.6792,26.2122
33,163.7778,91.0081,0.5179,12.2113,26.7989
34,165.4629,92.3223,0.8304,12.676,27.3207
35,167.09,93.5743,1.0529,13.068,27.7724
36,168.6583,94.7589,1.1774,13.3818,28.1486
37,170.1669,95.8711,1.1968,13.6123,28.444
38,171.614,96.9057,1.1042,13.7539,28.6535
39,172.9972,97.8579,0.8933,13.8013,28.7717
40,174.3123,98.7228,0.5588,13.7491,28.7933
41,175.3892,99.3471,-0.1136,13.4416,28.5622
42,176.0814,99.5937,-1.1006,12.7405,27.9398
43,176.4205,99.4821,-2.5224,11.6663,26.9463
44,176.434,99.0318,-4.3191,10.2393,25.6021
45,176.139,98.2624,-6.4685,8.4805,23.9276
46,175.5443,97.1931,-8.9495,6.4104,21.9433
47,174.6608,95.8433,-11.7411,4.0507,19.6694
48,173.5054,94.2325,-14.822,1.4314,17.1266
49,172.099,92.3798,-18.171,-1.4935,14.3353
50,170.4644,90.3045,-21.7664,-4.5927,11.3164
51,168.6249,88.0259,-25.5864,-7.9117,8.0915
52,166.6036,85.5629,-29.6091,-11.4207,4.6861
53,164.4236,82.9347,-33.8121,-15.0979,1.1908
54,162.1077,80.1603,-38.173,-18.9225,-2.7089
55,159.6786,77.2585,-42.669,-22.8735,-6.5381
56,157.1591,74.2483,-47.2771,-26.9304,-10.4952
57,154.5721,71.1484,-51.9742,-31.0722,-14.5421
58,151.9402,67.9773,-56.7368,-35.2782,-18.6559
59,149.2862,64.7535,-61.5414,-39.5277,-22.8153
60,146.6332,61.4953,-66.3642,-43.7997,-26.9995
61,144.0042,58.2208,-71.1813,-48.0734,-31.1877
62,141.4221,54.9478,-75.9688,-52.3279,-35.3595
63,138.9103,51.694,-80.7027,-56.5423,-39.4941
64,136.4919,48.4765,-85.3589,-60.6956,-43.5711
65,134.1904,45.3121,-89.9134,-64.7667,-47.5698
66,132.0294,42.2171,-94.3424,-68.7347,-51.4694
67,130.0325,39.2072,-98.6221,-72.5785,-55.2494
68,128.2233,36.2971,-102.7287,-76.2769,-58.889
69,126.6258,33.5005,-106.6389,-79.8089,-62.3676
70,125.2638,30.8302,-110.3294,-83.1532,-65.6643
71,124.1444,28.2981,-113.7986,-86.3054,-68.774
72,123.2492,25.9046,-117.0629,-89.2783,-71.7089
73,122.5637,23.6434,-120.127,-92.0765,-74.4734
74,122.0731,21.5078,-122.9958,-94.7048,-77.0724
75,121.7621,19.4907,-125.6745,-97.1679,-79.5105
76,121.6156,17.5844,-128.169,-99.4707,-81.7924
77,121.6178,15.7808,-130.4852,-101.6182,-83.923
78,121.7534,14.0713,-132.6294,-103.6153,-85.907
79,122.007,12.447,-134.608,-105.4671,-87.7493
80,122.3635,10.8982,-136.4277,-107.1786,-89.4547
81,122.8082,9.4153,-138.0954,-108.7552,-91.0281
82,123.3269,7.9887,-139.6181,-110.202,-92.4744
83,123.9058,6.6099,-141.0027,-111.5244,-93.7987
84,124.5317,5.2744,-142.2563,-112.7277,-95.0059
85,125.1921,3.9896,-143.3863,-113.8174,-96.1012
86,125.875,2.8046,-144.3997,-114.7988,-97.0895
87,126.5688,1.9317,-145.3038,-115.6777,-97.976
88,127.2628,-1.9439,-146.1057,-116.4594,-98.7659
89,127.9464,-2.9128,-146.8128,-117.1496,-99.4643
90,128.6097,-4.303,-147.4322,-117.7539,-100.0764
91,129.2427,-5.8872,-147.9711,-118.278,-100.6076
92,129.836,-7.5907,-148.4366,-118.7275,-101.0629
93,130.3801,-9.3592,-148.8358,-119.1081,-101.4476
94,130.8658,-11.1145,-149.1758,-119.4253,-101.767
95,131.2834,-12.7272,-149.4637,-119.685,-102.0263
96,131.6235,-13.995,-149.7064,-119.8926,-102.2308
97,131.8763,-14.6322,-149.9108,-120.0539,-102.3856
98,132.0316,-14.2971,-150.0839,-120.1743,-102.496
99,132.0789,-12.7051,-150.2325,-120.2595,-102.5671
100,132.0071,-9.9338,-150.3635,-120.3149,-102.6039
101,132.1101,-7.2072,-150.1945,-120.0574,-102.3235
102,132.6722,8.4572,-149.4594,-119.221,-101.4599
103,133.6673,13.7895,-148.1886,-117.8364,-100.0441
104,135.0689,20.1777,-146.4128,-115.9345,-98.1071
105,136.8506,26.5097,-144.1625,-113.5459,-95.6797
106,138.9855,32.512,-141.4681,-110.7015,-92.793
107,141.4467,38.1882,-138.3601,-107.4319,-89.4777
108,144.2072,43.6278,-134.8689,-103.7677,-85.7646
109,147.2402,48.9306,-131.0249,-99.7395,-81.6848
110,150.5186,54.1793,-126.8585,-95.3781,-77.2689
111,154.0157,59.4341,-122.3999,-90.714,-72.5479
112,157.7045,64.7342,-117.6795,-85.7779,-67.5525
113,161.5584,70.1013,-112.7274,-80.6002,-62.3137
114,165.5505,75.5442,-107.574,-75.2116,-56.8622
115,169.6531,81.0619,-102.2494,-69.6427,-51.229
116,173.8338,86.6456,-96.7837,-63.924,-45.4449
117,178.0053,92.2816,-91.2071,-58.0862,-39.5409
118,-177.4712,97.9518,-85.5495,-52.1598,-33.5479
119,-173.2267,103.6353,-79.8411,-46.1755,-27.4969
120,-168.9467,109.3088,-74.1118,-40.1639,-21.4192
121,-164.6972,114.9475,-68.3916,-34.1557,-15.3464
122,-160.5081,120.5251,-62.7102,-28.1815,-9.312
123,-156.4058,126.0146,-57.0976,-22.2721,-3.367
124,-152.4157,131.3879,-51.5834,-16.4583,2.6207
125,-148.5632,136.6167,-46.1974,-10.7712,8.3294
126,-144.8733,141.672,-40.9692,-5.2435,13.9139
127,-141.3717,146.5245,-35.9284,0.2897,19.3128
128,-138.0839,151.1446,-31.1043,5.2389,24.4919
129,-135.0359,155.5025,-26.5265,10.1109,29.4193
130,-132.2539,159.5683,-22.2242,14.7048,34.0632
131,-129.7644,163.3117,-18.2266,18.9876,38.3924
132,-127.5945,166.7025,-14.5629,22.9282,42.3753
133,-125.7714,169.7102,-11.2621,26.4952,45.9806
134,-124.3229,172.304,-8.3533,29.6573,49.1767
135,-123.277,174.4529,-5.8652,32.3835,51.9324
136,-122.662,176.1258,-3.8271,34.6423,54.2159
137,-122.5067,177.2918,-2.2678,36.4024,55.9959
138,-122.84,177.9236,-1.2174,37.6324,57.2408
139,-123.6913,177.9981,-0.7046,38.3008,57.919
140,-124.8083,177.7644,-0.476,38.6587,58.2815
141,-125.9201,177.4905,-0.2691,38.9786,58.6012
142,-127.0288,177.1793,-0.144,39.261,58.8791
143,-128.1357,176.8332,0.2475,39.5067,59.116
144,-129.2422,176.4547,0.4273,39.7161,59.313
145,-130.3495,176.0465,0.6101,39.89,59.4712
146,-131.4585,175.6106,0.787,40.0291,59.5917
147,-132.5698,175.1494,0.9557,40.1341,59.6755
148,-133.684,174.6651,1.1141,40.2057,59.7238
149,-134.8016,174.1598,1.2615,40.2448,59.7377
150,-135.9228,173.6356,1.3965,40.2522,59.7185
151,-137.0476,173.0945,1.5183,40.2288,59.6673
152,-138.1761,172.5386,1.6255,40.1754,59.5854
153,-139.3082,171.9698,1.7169,40.0929,59.474
154,-140.4435,171.3898,1.7916,39.9824,59.3344
155,-141.5818,170.8007,1.8479,39.8447,59.1678
156,-142.7225,170.2044,1.884,39.681,58.9757
157,-143.8653,169.6026,1.8988,39.4922,58.7594
158,-145.0096,168.9971,1.89,39.2795,58.5201
159,-146.1546,168.3895,1.8566,39.0439,58.2593
160,-147.2997,167.7815,1.7964,38.7866,57.9785
161,-148.4442,167.1748,1.7073,38.5088,57.6789
162,-149.5873,166.5709,1.587,38.2116,57.3621
163,-150.7282,165.9714,1.4335,37.8963,57.0295
164,-151.8659,165.3777,1.2446,37.5643,56.6826
165,-152.9998,164.7911,1.0184,37.2167,56.3229
166,-154.129,164.213,0.7572,36.855,55.952
167,-155.2526,163.6446,0.4799,36.4806,55.5715
168,-156.3697,163.0871,-0.3345,36.0949,55.1829
169,-157.4795,162.5417,-0.6034,35.6993,54.7879
170,-158.5813,162.0092,-1.0935,35.2955,54.3882
171,-159.6741,161.4906,-1.7081,34.885,53.9854
172,-160.7573,160.9869,-2.4497,34.4695,53.5815
173,-161.8301,160.4987,-3.3469,34.0506,53.1781
174,-162.8918,160.0266,-4.4485,33.6303,52.7771
175,-163.9416,159.5713,-5.8346,33.2103,52.3805
176,-164.9791,159.1333,-7.6416,32.7927,51.9902
177,-166.0035,158.7129,-10.1195,32.3796,51.6083
178,-167.0143,158.3104,-13.7756,31.9731,51.2369
179,-168.0111,157.926,-19.7935,31.5756,50.8782
180,-168.9931,157.56,-31.5187,31.1896,50.5346
181,-169.9408,157.2434,-61.2075,30.8098,50.2094
182,-170.8378,156.9998,-114.2717,30.4294,49.9038
183,-171.6889,156.8183,-142.9095,30.0489,49.6175
184,-172.4993,156.6884,-154.113,29.6688,49.35
185,-173.2741,156.6001,-159.5507,29.2894,49.1008
186,-174.0183,156.544,-162.702,28.911,48.8694
187,-174.7366,156.5114,-164.7694,28.5341,48.6554
188,-175.4338,156.4944,-166.258,28.1589,48.4582
189,-176.114,156.4855,-167.4129,27.7858,48.2772
190,-176.7813,156.4779,-168.3656,27.4151,48.1119
