Frame,Pillar1,Pillar2,Pillar3,Pillar4,Pillar5
193,8.1158,7.6638,1.9798,5.2858,8.5145
194,8.3137,7.8283,2.181,5.0908,8.3517
195,8.5135,7.9948,2.3844,4.8934,8.1869
196,8.7144,8.1626,2.5893,4.6942,8.0209
197,8.916,8.3312,2.795,4.4939,7.8542
198,9.1175,8.5002,3.001,4.2931,7.6873
199,9.3182,8.6689,3.2066,4.0923,7.5209
200,9.5177,8.8367,3.4111,3.8923,7.3554
201,9.7151,9.0031,3.6138,3.6937,7.1913
202,9.9099,9.1673,3.8142,3.497,7.029
203,10.1014,9.3289,4.0116,3.3029,6.8691
204,10.289,9.4871,4.2053,3.112,6.7119
205,10.4719,9.6413,4.3947,2.9247,6.5577
206,10.6496,9.7908,4.5791,2.7417,6.4069
207,10.8215,9.935,4.7579,2.5635,6.2597
208,10.9867,10.0731,4.9304,2.3906,6.1165
209,11.1448,10.2047,5.0961,2.2235,5.9774
210,11.2949,10.3288,5.2542,2.0627,5.8426
211,11.4379,10.4469,5.4052,1.9087,5.7134
212,11.5749,10.5606,5.5498,1.7615,5.5908
213,11.706,10.6698,5.6882,1.6211,5.4747
214,11.8311,10.7745,5.8203,1.4874,5.3648
215,11.9505,10.8746,5.9462,1.3604,5.2611
216,12.064,10.9703,6.0661,1.24,5.1633
217,12.1719,11.0614,6.18,1.1261,5.0713
218,12.2742,11.1481,6.2879,1.0188,4.9848
219,12.371,11.2302,6.3901,0.9179,4.9037
220,12.4624,11.3079,6.4865,0.8236,4.8279
221,12.5483,11.3812,6.5772,0.7358,4.7571
222,12.629,11.45,6.6624,0.6546,4.6912
223,12.7046,11.5146,6.7421,0.5801,4.6299
224,12.775,11.5748,6.8165,0.5126,4.5732
225,12.8404,11.6308,6.8856,0.4523,4.5209
226,12.9009,11.6826,6.9495,0.3994,4.4728
227,12.9565,11.7304,7.0083,0.3544,4.4288
228,13.0074,11.774,7.0621,0.3175,4.3887
229,13.0537,11.8137,7.1111,0.289,4.3524
230,13.0954,11.8496,7.1552,0.2686,4.3197
231,13.1327,11.8816,7.1947,0.2558,4.2906
232,13.1657,11.9098,7.2296,0.2493,4.2649
233,13.1944,11.9344,7.26,0.2477,4.2426
234,13.2189,11.9554,7.286,0.2494,4.2234
235,13.2394,11.973,7.3078,0.2528,4.2074
236,13.2559,11.9871,7.3253,0.257,4.1945
237,13.2686,11.9979,7.3388,0.2609,4.1846
238,13.2775,12.0056,7.3483,0.2641,4.1775
239,13.2828,12.0101,7.3539,0.2661,4.1733
240,13.2845,12.0115,7.3557,0.2667,4.1719
241,13.2845,12.0115,7.3557,0.2667,4.1719
242,13.2845,12.0115,7.3557,0.2667,4.1719
243,13.2845,12.0115,7.3557,0.2667,4.1719
244,13.2845,12.0115,7.3557,0.2667,4.1719
245,13.2845,12.0115,7.3557,0.2667,4.1719
246,13.2845,12.0115,7.3557,0.2667,4.1719
247,13.2845,12.0115,7.3557,0.2667,4.1719
248,13.2845,12.0115,7.3557,0.2667,4.1719
249,13.2845,12.0115,7.3557,0.2667,4.1719
250,13.2845,12.0115,7.3557,0.2667,4.1719
