Frame,Pillar1,Pillar2,Pillar3,Pillar4
1,43.4452,176.4507,125.9323,151.2002
2,43.4475,176.4529,125.9351,151.203
3,43.4544,176.4594,125.9433,151.2111
4,43.4656,176.4699,125.9566,151.2244
5,43.4809,176.4842,125.9748,151.2426
6,43.5003,176.5023,125.9978,151.2655
7,43.5233,176.5237,126.0252,151.2929
8,43.55,176.5483,126.0568,151.3244
9,43.58,176.576,126.0925,151.36
10,43.6132,176.6064,126.1319,151.3994
11,43.6495,176.6393,126.1749,151.4423
12,43.6885,176.6746,126.2212,151.4885
13,43.7302,176.7119,126.2707,151.5379
14,43.7743,176.7509,126.323,151.5901
15,43.8206,176.7915,126.3779,151.6449
16,43.869,176.8335,126.4352,151.7021
17,43.9192,176.8765,126.4947,151.7615
18,43.9712,176.9204,126.5562,151.8228
19,44.0245,176.9648,126.6194,151.8858
20,44.0792,177.0097,126.684,151.9504
21,44.135,177.0546,126.7499,152.0162
22,44.1916,177.0994,126.8169,152.083
23,44.249,177.1437,126.8847,152.1506
24,44.3068,177.1876,126.953,152.2188
25,44.365,177.2307,127.0217,152.2873
26,44.4233,177.2728,127.0905,152.356
27,44.4816,177.3137,127.1592,152.4245
28,44.5395,177.3534,127.2275,152.4927
29,44.597,177.3914,127.2952,152.5603
30,44.6539,177.4277,127.3622,152.6271
31,44.7099,177.4624,127.4281,152.6929
32,44.7648,177.4951,127.4928,152.7574
33,44.8185,177.5259,127.556,152.8204
34,44.8708,177.5547,127.6174,152.8818
35,44.9214,177.5813,127.6769,152.9411
36,44.9702,177.6058,127.7343,152.9983
37,45.0169,177.6284,127.7892,153.0531
38,45.0614,177.6487,127.8414,153.1053
39,45.1035,177.6671,127.8908,153.1546
40,45.143,177.6835,127.9372,153.2008
41,45.1797,177.698,127.9802,153.2437
42,45.2133,177.7106,128.0196,153.283
43,45.2437,177.7215,128.0553,153.3186
44,45.2707,177.7307,128.0869,153.3502
45,45.2941,177.7385,128.1144,153.3776
46,45.3136,177.7446,128.1373,153.4004
