Frame,Pillar1,Pillar2,Pillar3,Pillar4
149,2.5017,1.4246,0.9866,3.1518
150,2.5183,1.4773,0.9347,3.1486
151,2.5363,1.5296,0.8831,3.1458
152,2.5556,1.5817,0.8319,3.1435
153,2.5762,1.6334,0.7813,3.1413
154,2.5981,1.6846,0.7313,3.1393
155,2.6213,1.7352,0.6821,3.1374
156,2.6457,1.7851,0.6336,3.1354
157,2.6713,1.8344,0.586,3.1332
158,2.698,1.8828,0.5394,3.1307
159,2.7258,1.9304,0.494,3.1278
160,2.7547,1.977,0.4498,3.1244
161,2.7846,2.0226,0.4071,3.1203
162,2.8154,2.0671,0.366,3.1155
163,2.8471,2.1105,0.3271,3.1097
164,2.8797,2.1526,0.2906,3.1029
165,2.9131,2.1935,0.2574,3.0949
166,2.9472,2.2331,0.2283,3.0855
167,2.9821,2.2713,0.2049,3.0748
168,3.0176,2.3081,0.1888,3.0624
169,3.0538,2.3434,0.1816,3.0483
170,3.0906,2.3773,0.184,3.0324
171,3.1285,2.4088,0.1963,3.013
172,3.1679,2.4374,0.2176,2.9889
173,3.2085,2.4633,0.2458,2.9601
174,3.2504,2.4867,0.2795,2.9269
175,3.2935,2.508,0.3177,2.8893
176,3.3377,2.5273,0.3598,2.8477
177,3.3831,2.5451,0.4053,2.8021
178,3.4295,2.5615,0.4541,2.7528
179,3.4772,2.5769,0.5059,2.6999
180,3.5259,2.5915,0.5607,2.6438
181,3.5757,2.6057,0.6182,2.5845
182,3.6265,2.6196,0.6783,2.5223
183,3.6785,2.6335,0.7409,2.4574
184,3.7315,2.6477,0.8058,2.3901
185,3.7855,2.6623,0.8729,2.3205
186,3.8405,2.6776,0.942,2.2489
187,3.8964,2.6938,1.0128,2.1755
188,3.9532,2.7109,1.0852,2.1006
189,4.0108,2.7292,1.159,2.0243
190,4.069,2.7487,1.234,1.9469
191,4.1279,2.7694,1.31,1.8687
192,4.1873,2.7915,1.3867,1.7899
193,4.247,2.8149,1.4639,1.7107
194,4.3071,2.8397,1.5414,1.6313
195,4.3672,2.8657,1.619,1.5521
196,4.4273,2.893,1.6965,1.4733
197,4.4872,2.9214,1.7736,1.395
198,4.5468,2.9508,1.85,1.3176
199,4.6059,2.9811,1.9256,1.2414
200,4.6642,3.0121,2.0001,1.1666
201,4.7217,3.0437,2.0733,1.0934
202,4.7781,3.0757,2.1449,1.0221
203,4.8333,3.1078,2.2148,0.9531
204,4.887,3.1399,2.2826,0.8865
205,4.939,3.1718,2.3481,0.8228
206,4.9892,3.2032,2.4112,0.7621
207,5.0373,3.2339,2.4714,0.7048
208,5.0831,3.2637,2.5287,0.6511
209,5.1265,3.2923,2.5828,0.6014
210,5.1671,3.3195,2.6334,0.5558
211,5.2048,3.3451,2.6804,0.5148
212,5.2394,3.3688,2.7233,0.4783
213,5.2707,3.3905,2.7621,0.4467
214,5.2985,3.4099,2.7965,0.4198
215,5.3225,3.4268,2.8263,0.3976
216,5.3426,3.441,2.8511,0.3799
217,5.3586,3.4523,2.8709,0.3666
218,5.3702,3.4606,2.8853,0.3573
219,5.3773,3.4656,2.8941,0.3518
220,5.3797,3.4674,2.8971,0.3499
221,5.3797,3.4674,2.8971,0.3499
222,5.3797,3.4674,2.8971,0.3499
223,5.3797,3.4674,2.8971,0.3499
224,5.3797,3.4674,2.8971,0.3499
225,5.3797,3.4674,2.8971,0.3499
226,5.3797,3.4674,2.8971,0.3499
227,5.3797,3.4674,2.8971,0.3499
228,5.3797,3.4674,2.8971,0.3499
229,5.3797,3.4674,2.8971,0.3499
230,5.3797,3.4674,2.8971,0.3499
231,5.3797,3.4674,2.8971,0.3499
232,5.3797,3.4674,2.8971,0.3499
233,5.3797,3.4674,2.8971,0.3499
234,5.3797,3.4674,2.8971,0.3499
235,5.3797,3.4674,2.8971,0.3499
236,5.3797,3.4674,2.8971,0.3499
237,5.3797,3.4674,2.8971,0.3499
238,5.3797,3.4674,2.8971,0.3499
239,5.3797,3.4674,2.8971,0.3499
240,5.3797,3.4674,2.8971,0.3499
241,5.3797,3.4674,2.8971,0.3499
242,5.3797,3.4674,2.8971,0.3499
243,5.3797,3.4674,2.8971,0.3499
244,5.3797,3.4674,2.8971,0.3499
245,5.3797,3.4674,2.8971,0.3499
246,5.3797,3.4674,2.8971,0.3499
247,5.3797,3.4674,2.8971,0.3499
248,5.3797,3.4674,2.8971,0.3499
249,5.3797,3.4674,2.8971,0.3499
250,5.3797,3.4674,2.8971,0.3499
