Frame,Pillar1,Pillar2,Pillar3,Pillar4,Pillar5
207,15.2558,13.1058,10.1515,4.1614,0.1782
208,15.2754,13.1236,10.1725,4.1797,0.1823
209,15.2934,13.1403,10.1913,4.1952,0.1867
210,15.3106,13.1566,10.2089,4.2088,0.1914
211,15.3274,13.1725,10.2258,4.2215,0.1968
212,15.3437,13.1882,10.242,4.2331,0.2026
213,15.3595,13.2038,10.2571,4.2428,0.2078
214,15.3746,13.2192,10.2707,4.2498,0.2116
215,15.3889,13.2347,10.2825,4.2532,0.2134
216,15.4024,13.2502,10.2921,4.2523,0.2129
217,15.4149,13.2659,10.2992,4.2463,0.2101
218,15.4264,13.2819,10.3035,4.2344,0.2059
219,15.4369,13.2983,10.3046,4.2158,0.2024
220,15.4462,13.3154,10.3023,4.1898,0.2033
221,15.4451,13.3244,10.2867,4.1479,0.2069
222,15.4254,13.3179,10.2494,4.0829,0.2181
223,15.3885,13.2972,10.1922,3.9966,0.2521
224,15.3361,13.2638,10.1168,3.8907,0.3174
225,15.2698,13.219,10.0251,3.767,0.4125
226,15.1911,13.1643,9.9189,3.6273,0.5321
227,15.1017,13.1012,9.7999,3.4732,0.6716
228,15.003,13.0311,9.6701,3.3066,0.8271
229,14.8966,12.9554,9.5311,3.1292,0.9957
230,14.7841,12.8755,9.3848,2.9429,1.1749
231,14.6668,12.7925,9.2329,2.7495,1.3625
232,14.5463,12.7079,9.0771,2.5507,1.5563
233,14.424,12.6226,8.9191,2.3483,1.7545
234,14.3011,12.5378,8.7606,2.1442,1.9549
235,14.179,12.4546,8.6031,1.9402,2.1558
236,14.0589,12.3737,8.4482,1.738,2.3551
237,13.9419,12.296,8.2974,1.5395,2.5512
238,13.8292,12.2221,8.1521,1.3464,2.7421
239,13.7217,12.1528,8.0137,1.1607,2.9259
240,13.6205,12.0885,7.8833,0.9842,3.1009
241,13.5264,12.0297,7.7622,0.8186,3.2652
242,13.4404,11.9767,7.6516,0.6659,3.4169
243,13.3632,11.9298,7.5525,0.5278,3.5543
244,13.2957,11.8893,7.4658,0.4063,3.6756
245,13.2386,11.8555,7.3926,0.3034,3.7788
246,13.1927,11.8286,7.3339,0.221,3.8623
247,13.1589,11.8088,7.2906,0.1612,3.9241
248,13.1379,11.7966,7.2638,0.1253,3.9625
249,13.1307,11.7925,7.2546,0.1134,3.9757
250,13.1307,11.7925,7.2546,0.1134,3.9757
