Frame,Pillar1,Pillar2,Pillar3,Pillar4
196,68.8744,51.4027,93.4851,-85.1479
197,68.0591,50.8079,92.6219,-87.1841
198,67.4957,50.4306,92.0243,-89.0139
199,67.1959,50.2819,91.7049,-90.6254
200,67.1715,50.3729,91.676,-92.0121
201,68.2437,51.5329,92.7531,-92.9986
202,71.1394,54.4998,95.6565,-93.5558
203,75.7293,59.1486,100.2561,-93.8545
204,81.8844,65.3537,106.422,-93.9979
205,89.4749,72.9886,114.0235,-94.0182
206,98.371,81.9246,122.9286,-93.8776
207,108.442,92.0319,133.0034,-93.4802
208,119.5569,103.1794,144.1086,-92.6935
209,131.5839,115.2348,156.0865,-91.3829
210,144.39,128.0645,168.6534,-89.4558
211,157.8367,141.5307,-175.6913,-86.897
212,171.7352,155.4805,-162.9787,-83.7977
213,-173.5685,169.6392,-148.7305,-80.3673
214,-159.0609,-174.4853,-134.1285,-76.9222
215,-144.3238,-160.3109,-119.3747,-73.8534
216,-129.5788,-145.6342,-104.6187,-71.5772
217,-114.9665,-131.0425,-90.0008,70.4563
218,-100.6214,-116.7055,-75.6597,70.7157
219,-86.6769,-102.7648,-61.7367,72.3818
220,-73.2668,-89.3565,-48.3806,75.2846
221,-60.5259,-76.6155,-35.7598,79.1148
222,-48.5917,-64.6769,-24.1046,83.5034
223,-37.6069,-53.677,-13.9118,88.0875
224,-27.7259,-43.7541,-7.4377,92.5497
225,-19.1328,-35.0492,10.0488,96.6365
226,-12.0997,-27.705,16.2372,100.1605
227,-7.187,-21.8606,21.8693,102.9982
228,-5.4,-17.6336,26.1771,105.0753
229,5.9698,-15.0887,28.886,106.3488
230,6.4409,-14.2361,29.8212,106.7829
231,6.4409,-14.2361,29.8212,106.7829
232,6.4409,-14.2361,29.8212,106.7829
233,6.4409,-14.2361,29.8212,106.7829
234,6.4409,-14.2361,29.8212,106.7829
235,6.4409,-14.2361,29.8212,106.7829
236,6.4409,-14.2361,29.8212,106.7829
237,6.4409,-14.2361,29.8212,106.7829
238,6.4409,-14.2361,29.8212,106.7829
239,6.4409,-14.2361,29.8212,106.7829
240,6.4409,-14.2361,29.8212,106.7829
241,6.4409,-14.2361,29.8212,106.7829
242,6.4409,-14.2361,29.8212,106.7829
243,6.4409,-14.2361,29.8212,106.7829
244,6.4409,-14.2361,29.8212,106.7829
245,6.4409,-14.2361,29.8212,106.7829
246,6.4409,-14.2361,29.8212,106.7829
247,6.4409,-14.2361,29.8212,106.7829
248,6.4409,-14.2361,29.8212,106.7829
249,6.4409,-14.2361,29.8212,106.7829
250,6.4409,-14.2361,29.8212,106.7829
