Frame,Pillar1,Pillar2,Pillar3,Pillar4,Pillar5
70,2.9405,0.4808,5.9931,11.9196,13.4247
71,2.985,0.4366,5.9878,11.8931,13.388
72,3.0244,0.3979,5.9825,11.8688,13.3548
73,3.0595,0.3641,5.977,11.8463,13.3244
74,3.091,0.3347,5.9711,11.8252,13.2964
75,3.1197,0.3091,5.9647,11.8048,13.2698
76,3.1462,0.2868,5.9577,11.7847,13.2443
77,3.1713,0.2674,5.9497,11.7645,13.219
78,3.1957,0.2508,5.9409,11.7436,13.1934
79,3.2202,0.2371,5.931,11.7216,13.1668
80,3.2456,0.2265,5.92,11.6981,13.1387
81,3.2698,0.2246,5.9034,11.6697,13.1068
82,3.2905,0.2372,5.877,11.6336,13.0695
83,3.3083,0.2642,5.8412,11.5902,13.0271
84,3.3234,0.3045,5.7964,11.5397,12.9799
85,3.3364,0.3561,5.7431,11.4825,12.9281
86,3.3477,0.4176,5.6815,11.419,12.8721
87,3.3579,0.4878,5.6122,11.3495,12.812
88,3.3676,0.5658,5.5354,11.2744,12.7483
89,3.3771,0.651,5.4516,11.194,12.6813
90,3.3872,0.7427,5.3612,11.1087,12.6112
91,3.3984,0.8406,5.2646,11.0189,12.5384
92,3.4112,0.9441,5.1621,10.925,12.4632
93,3.426,1.0529,5.0542,10.8273,12.386
94,3.4435,1.1665,4.9414,10.7262,12.307
95,3.4639,1.2846,4.8239,10.6221,12.2267
96,3.4877,1.4068,4.7022,10.5155,12.1453
97,3.5152,1.5326,4.5767,10.4067,12.0632
98,3.5466,1.6618,4.4478,10.296,11.9807
99,3.5822,1.7938,4.3159,10.1839,11.8981
100,3.622,1.9284,4.1814,10.0708,11.8157
101,3.6661,2.065,4.0448,9.957,11.7339
102,3.7145,2.2034,3.9063,9.8429,11.6529
103,3.767,2.3431,3.7665,9.7289,11.573
104,3.8234,2.4837,3.6257,9.6154,11.4944
105,3.8837,2.6249,3.4844,9.5027,11.4175
106,3.9474,2.7661,3.3428,9.3912,11.3425
107,4.0143,2.9071,3.2016,9.2813,11.2696
108,4.0839,3.0473,3.0609,9.1732,11.199
109,4.1559,3.1865,2.9214,9.0674,11.131
110,4.2299,3.3241,2.7833,8.9641,11.0657
111,4.3053,3.4599,2.6471,8.8636,11.0032
112,4.3817,3.5934,2.5131,8.7663,10.9438
113,4.4586,3.7241,2.3819,8.6724,10.8876
114,4.5355,3.8517,2.2537,8.5823,10.8346
115,4.6118,3.9758,2.129,8.4961,10.7849
116,4.6872,4.096,2.0083,8.4141,10.7388
117,4.761,4.2118,1.8918,8.3365,10.6961
118,4.8328,4.3229,1.7801,8.2635,10.657
119,4.902,4.4288,1.6736,8.1954,10.6214
120,4.9682,4.5292,1.5726,8.1323,10.5895
121,5.0309,4.6237,1.4774,8.0743,10.5611
122,5.0901,4.7126,1.3879,8.0211,10.5361
123,5.1458,4.796,1.304,7.9726,10.5141
124,5.1981,4.8741,1.2254,7.9283,10.495
125,5.247,4.9472,1.1519,7.8882,10.4784
126,5.2926,5.0154,1.0834,7.8518,10.4643
127,5.3349,5.0789,1.0197,7.8189,10.4523
128,5.3742,5.1379,0.9606,7.7894,10.4423
129,5.4106,5.1927,0.906,7.7629,10.434
130,5.444,5.2434,0.8556,7.7392,10.4272
131,5.4748,5.2902,0.8093,7.7181,10.4218
132,5.503,5.3334,0.7668,7.6993,10.4176
133,5.5288,5.3731,0.7281,7.6827,10.4144
134,5.5523,5.4095,0.6928,7.668,10.4121
135,5.5737,5.4428,0.6609,7.6549,10.4105
136,5.5933,5.4733,0.632,7.6434,10.4093
137,5.611,5.5011,0.6059,7.6331,10.4086
138,5.6272,5.5264,0.5824,7.624,10.4081
139,5.642,5.5494,0.5613,7.6157,10.4077
140,5.6556,5.5703,0.5423,7.6081,10.4072
141,5.6682,5.5893,0.5251,7.601,10.4065
142,5.6799,5.6066,0.5094,7.5942,10.4055
143,5.691,5.6225,0.4951,7.5876,10.4041
144,5.7016,5.637,0.4819,7.5809,10.402
145,5.712,5.6504,0.4694,7.574,10.3993
146,5.7223,5.663,0.4575,7.5667,10.3956
147,5.7328,5.6748,0.4458,7.5587,10.3911
148,5.7436,5.6861,0.4343,7.5501,10.3854
149,5.7549,5.6971,0.4226,7.5404,10.3785
150,5.767,5.7081,0.4105,7.5297,10.3702
151,5.78,5.7191,0.3978,7.5177,10.3605
152,5.7942,5.7304,0.3844,7.5042,10.3492
153,5.8097,5.7423,0.3702,7.4891,10.3362
154,5.8267,5.7549,0.3549,7.4722,10.3213
155,5.8455,5.7684,0.3385,7.4533,10.3045
156,5.8663,5.7831,0.3209,7.4323,10.2856
157,5.8892,5.7991,0.3023,7.4089,10.2645
158,5.9145,5.8168,0.2827,7.3831,10.2411
159,5.9424,5.8362,0.2624,7.3546,10.2153
160,5.9731,5.8577,0.2421,7.3233,10.1869
161,6.0115,5.8835,0.222,7.2833,10.15
162,6.0622,5.9158,0.2079,7.2294,10.0992
163,6.1247,5.9546,0.2116,7.1622,10.0351
164,6.1983,5.9999,0.243,7.0825,9.9585
165,6.2827,6.0519,0.3029,6.9909,9.8701
166,6.3774,6.1107,0.386,6.8882,9.7707
167,6.4818,6.1762,0.4868,6.775,9.6609
168,6.5954,6.2486,0.6019,6.652,9.5416
169,6.7178,6.3279,0.7287,6.5198,9.4134
170,6.8484,6.414,0.8656,6.3793,9.2771
171,6.9866,6.507,1.0115,6.2311,9.1334
172,7.1319,6.6068,1.1651,6.0758,8.9831
173,7.2837,6.713,1.3257,5.9142,8.8269
174,7.4415,6.8256,1.4923,5.7469,8.6656
175,7.6046,6.9443,1.6642,5.5746,8.4999
176,7.7724,7.0687,1.8406,5.3981,8.3306
177,7.9443,7.1984,2.0207,5.218,8.1584
178,8.1197,7.333,2.2038,5.0349,7.9842
179,8.2978,7.4721,2.3892,4.8497,7.8087
180,8.4781,7.6151,2.5762,4.6628,7.6326
181,8.6599,7.7615,2.7641,4.4751,7.4568
182,8.8426,7.9107,2.9521,4.2871,7.282
183,9.0253,8.0621,3.1395,4.0996,7.1091
184,9.2076,8.2151,3.3257,3.9131,6.9387
185,9.3887,8.369,3.51,3.7284,6.7719
186,9.5679,8.5232,3.6916,3.5461,6.6092
187,9.7445,8.6771,3.87,3.3669,6.4516
188,9.918,8.8299,4.0443,3.1914,6.2998
189,10.0876,8.981,4.2139,3.0202,6.1546
190,10.2526,9.1298,4.3781,2.8539,6.0168
191,10.4126,9.2756,4.5365,2.6932,5.8871
192,10.5675,9.4184,4.6893,2.5377,5.765
193,10.7178,9.5579,4.837,2.3872,5.65
194,10.8636,9.6943,4.9799,2.2415,5.5415
195,11.0052,9.8276,5.1184,2.1001,5.4391
196,11.1428,9.9576,5.253,1.9628,5.342
197,11.2768,10.0845,5.384,1.8293,5.2497
198,11.4074,10.2084,5.5118,1.6993,5.1614
199,11.5348,10.3293,5.6368,1.5724,5.0766
200,11.6594,10.4472,5.7594,1.4484,4.9944
201,11.7813,10.5623,5.8798,1.3268,4.9143
202,11.9009,10.6746,5.9985,1.2072,4.8354
203,12.0184,10.7843,6.1158,1.0894,4.757
204,12.1341,10.8915,6.2322,0.9729,4.6785
205,12.2483,10.9962,6.3478,0.8573,4.599
206,12.3613,11.0987,6.4632,0.7424,4.5177
207,12.4734,11.1991,6.5786,0.628,4.434
208,12.5849,11.2976,6.6946,0.5144,4.347
209,12.696,11.3944,6.8114,0.403,4.256
210,12.8072,11.4897,6.9296,0.2981,4.1603
211,12.9184,11.5832,7.0493,0.2152,4.0588
212,13.0293,11.6745,7.1703,0.1933,3.9512
213,13.1399,11.764,7.2925,0.2543,3.8381
214,13.2501,11.8516,7.4157,0.3615,3.7198
215,13.3599,11.9377,7.5399,0.4877,3.5968
216,13.4693,12.0223,7.6649,0.6231,3.4696
217,13.5782,12.1055,7.7906,0.7641,3.3388
218,13.6865,12.1875,7.9168,0.909,3.2047
219,13.7943,12.2682,8.0434,1.0567,3.068
220,13.9013,12.3479,8.1701,1.2066,2.9292
221,14.0076,12.4265,8.2969,1.3579,2.7889
222,14.1129,12.5041,8.4234,1.5101,2.6476
223,14.2171,12.5806,8.5494,1.6628,2.506
224,14.3202,12.6561,8.6747,1.8154,2.3646
225,14.4219,12.7304,8.7989,1.9674,2.2242
226,14.522,12.8035,8.9219,2.1184,2.0853
227,14.6204,12.8754,9.0432,2.2678,1.9486
228,14.7168,12.9458,9.1626,2.4151,1.8149
229,14.8109,13.0146,9.2797,2.5598,1.6849
230,14.9027,13.0818,9.394,2.7013,1.5595
231,14.9917,13.1471,9.5054,2.8393,1.4394
232,15.0777,13.2103,9.6133,2.9731,1.3256
233,15.1605,13.2712,9.7173,3.1022,1.219
234,15.2397,13.3296,9.8171,3.226,1.1206
235,15.315,13.3853,9.9122,3.3441,1.0314
236,15.3861,13.438,10.0022,3.4559,0.9523
237,15.4528,13.4874,10.0867,3.5609,0.884
238,15.5146,13.5333,10.1652,3.6584,0.827
239,15.5712,13.5755,10.2372,3.748,0.7814
240,15.6224,13.6136,10.3024,3.8292,0.7468
241,15.6678,13.6474,10.3603,3.9013,0.7219
242,15.707,13.6766,10.4105,3.9638,0.7054
243,15.7398,13.7011,10.4524,4.0162,0.6955
244,15.7658,13.7204,10.4858,4.0579,0.6901
245,15.7847,13.7345,10.5101,4.0883,0.6877
246,15.7963,13.7431,10.525,4.107,0.6868
247,15.8002,13.746,10.5301,4.1133,0.6865
248,15.8002,13.746,10.5301,4.1133,0.6865
249,15.8002,13.746,10.5301,4.1133,0.6865
250,15.8002,13.746,10.5301,4.1133,0.6865
