Frame,Pillar1,Pillar2,Pillar3
208,0.1558,1.121,1.5054
209,0.1578,1.1131,1.5011
210,0.1616,1.103,1.4966
211,0.1674,1.0908,1.4918
212,0.1754,1.0767,1.4868
213,0.1858,1.0608,1.4818
214,0.1985,1.0434,1.4768
215,0.2135,1.0244,1.4719
216,0.2307,1.0041,1.4672
217,0.2499,0.9827,1.4627
218,0.2709,0.9603,1.4587
219,0.2935,0.937,1.455
220,0.3175,0.9131,1.4518
221,0.3426,0.8887,1.4492
222,0.3688,0.8639,1.4472
223,0.3957,0.8389,1.4459
224,0.4232,0.8139,1.4452
225,0.4511,0.7891,1.4452
226,0.4792,0.7645,1.4458
227,0.5074,0.7404,1.4472
228,0.5355,0.717,1.4491
229,0.5632,0.6943,1.4517
230,0.5905,0.6724,1.4548
231,0.6172,0.6517,1.4584
232,0.6431,0.632,1.4624
233,0.6681,0.6137,1.4667
234,0.6919,0.5966,1.4713
235,0.7145,0.581,1.476
236,0.7357,0.5669,1.4807
237,0.7553,0.5542,1.4854
238,0.7732,0.5431,1.4898
239,0.7891,0.5335,1.494
240,0.8031,0.5253,1.4979
241,0.8148,0.5187,1.5012
242,0.8243,0.5136,1.5039
243,0.8312,0.5099,1.5059
244,0.8354,0.5076,1.5072
245,0.8369,0.5069,1.5076
246,0.8369,0.5069,1.5076
247,0.8369,0.5069,1.5076
248,0.8369,0.5069,1.5076
249,0.8369,0.5069,1.5076
250,0.8369,0.5069,1.5076
