Frame,Pillar1,Pillar2,Pillar3
166,18.9476,96.4584,59.9804
167,18.0185,96.237,59.0152
168,17.2151,96.158,58.1817
169,16.5346,96.2141,57.4746
170,15.9736,96.3974,56.8883
171,15.5287,96.6998,56.417
172,15.1961,97.1128,56.0552
173,14.9715,97.6278,55.7969
174,14.851,98.2358,55.6361
175,14.8305,98.9278,55.5668
176,14.906,99.6941,55.5828
177,15.0742,100.5255,55.6777
178,15.3322,101.412,55.8452
179,15.6779,102.3442,56.0787
180,16.11,103.3119,56.3714
181,16.628,104.3054,56.7166
182,17.232,105.3149,57.1072
183,17.9231,106.3304,57.5362
184,18.7027,107.3423,57.9964
185,19.5725,108.3409,58.4803
186,20.5344,109.3166,58.9805
187,21.5893,110.26,59.4894
188,22.7375,111.1617,59.9991
189,23.9772,112.0126,60.5019
190,25.3041,112.8035,60.99
191,26.7105,113.5272,61.4558
192,28.1848,114.1828,61.8944
193,29.7126,114.7711,62.3015
194,31.2761,115.2928,62.6727
195,32.8542,115.749,63.004
196,34.423,116.1404,63.2916
197,35.9559,116.4679,63.5315
198,37.4244,116.7322,63.7202
199,38.7999,116.934,63.854
200,40.0542,117.0739,63.9294
201,41.1611,117.1523,63.9429
202,42.0979,117.1697,63.8912
203,42.8463,117.1264,63.771
204,43.3935,117.0226,63.5788
205,43.7341,116.8586,63.3114
206,43.8708,116.6346,62.9654
207,42.2376,111.8241,57.9989
208,-40.6861,99.355,45.3446
209,-45.8503,81.4153,27.2652
210,-60.0832,60.2121,7.0214
211,-79.7298,38.0008,-18.0162
212,-100.4083,17.3191,-39.3528
213,-118.6992,-6.5106,-57.685
214,-132.0921,-15.7917,-70.6301
215,-139.1661,-20.4666,-75.9664
216,-142.6227,-20.8971,-76.7676
217,-145.6947,-21.3357,-77.5726
218,-148.3826,-21.788,-78.3798
219,-150.7053,-22.2597,-79.1873
220,-152.6914,-22.757,-79.9928
221,-154.3736,-23.2859,-80.7941
222,-155.7849,-23.8524,-81.5884
223,-156.9566,-24.4624,-82.373
224,-157.9173,-25.1216,-83.1448
225,-158.6932,-25.8349,-83.901
226,-159.3075,-26.6068,-84.6383
227,-159.7812,-27.4407,-85.3538
228,-160.1329,-28.3387,-86.0445
229,-160.3796,-29.3013,-86.7076
230,-160.5367,-30.3271,-87.3404
231,-160.618,-31.4125,-87.9407
232,-160.6364,-32.5509,-88.5061
233,-160.6035,-33.7333,-89.035
234,-160.5299,-34.9471,-89.5257
235,-160.4256,-36.1768,-89.977
236,-160.2993,-37.4037,-90.3877
237,-160.1597,-38.6063,-90.7572
238,-160.0142,-39.7607,-91.0849
239,-159.8699,-40.8415,-91.3703
240,-159.7335,-41.822,-91.6129
241,-159.6108,-42.6759,-91.8127
242,-159.5075,-43.3774,-91.969
243,-159.4284,-43.9027,-92.0817
244,-159.3781,-44.2305,-92.1499
245,-159.3606,-44.343,-92.1729
246,-159.3606,-44.343,-92.1729
247,-159.3606,-44.343,-92.1729
248,-159.3606,-44.343,-92.1729
249,-159.3606,-44.343,-92.1729
250,-159.3606,-44.343,-92.1729
