Frame,Pillar1,Pillar2,Pillar3
116,-15.0849,159.2628,95.4243
117,-13.6389,161.9165,97.2062
118,-12.1708,164.6847,99.0697
119,-10.7825,167.5494,101.0119
120,-9.6389,170.4734,103.0302
121,8.9775,173.3542,105.1222
122,9.0475,175.7973,107.2857
123,9.9603,-176.3028,109.5187
124,11.6239,-174.1156,111.8193
125,13.8562,-170.8905,114.1861
126,16.4982,-167.3031,116.6177
127,19.4416,-163.514,119.113
128,22.6171,-159.5741,121.6715
129,25.98,-155.5042,124.2924
130,29.5003,-151.3148,126.9755
131,33.1565,-147.0114,129.7207
132,36.9327,-142.597,132.5282
133,40.8165,-138.073,135.3982
134,44.7975,-133.4394,138.331
135,48.8672,-128.6952,141.3271
136,53.018,-123.8385,144.3868
137,57.243,-118.8662,147.5105
138,61.5361,-113.7745,150.6982
139,65.8915,-108.5587,153.9495
140,70.3038,-103.2139,157.2633
141,74.7678,-97.736,160.6372
142,79.2785,-92.1233,164.0658
143,83.8313,-86.3803,167.537
144,88.4215,-80.5244,171.0187
145,93.0445,-74.5973,174.3957
146,97.6959,-68.6865,176.9872
147,102.3714,-62.9577,-176.1008
148,107.0666,-57.7029,-172.8353
149,111.7774,-53.385,-169.0909
150,116.4994,-50.6226,-165.1755
151,121.2285,-50.0152,-161.1552
152,125.9603,-51.8123,-157.0523
153,130.6907,55.705,-152.8771
154,135.4151,60.9873,-148.6352
155,140.1291,66.8922,-144.3305
156,144.8276,72.8071,-139.9658
157,149.505,78.3156,-135.5434
158,154.1545,83.155,-131.0653
159,158.7667,87.1567,-126.533
160,163.3259,90.2002,-121.9482
161,167.7991,92.4365,-117.332
162,172.0917,94.0743,-112.7064
163,175.7374,95.1055,-108.0732
164,-176.1488,95.5353,-103.4343
165,-172.8166,95.3854,-98.7912
166,-168.7069,94.6981,-94.1457
167,-164.4542,93.5395,-89.4995
168,-160.1746,92.0017,-84.8542
169,-155.9028,90.2016,-80.2116
170,-151.6528,88.2759,-75.5733
171,-147.4315,86.3714,-70.941
172,-143.2429,84.6319,-66.3166
173,-139.0893,83.1831,-61.702
174,-134.9726,82.1211,-57.0992
175,-130.8941,81.5054,-52.5104
176,-126.8549,81.3591,-47.9381
177,-122.8558,81.674,-43.385
178,-118.8978,82.4194,-38.8547
179,-114.9815,83.5506,-34.3516
180,-111.1075,85.017,-29.8814
181,-107.2766,86.7674,-25.4532
182,-103.4894,88.7536,-21.0813
183,-99.7464,90.9322,-16.7934
184,-96.0483,93.2654,-12.6499
185,-92.3956,95.7208,-8.8173
186,-88.789,98.2711,-5.8679
187,-85.2291,100.8933,5.4092
188,-81.7163,103.5682,7.8316
189,-78.2516,106.2797,11.3886
190,-74.8353,109.0144,15.2751
191,-71.4684,111.7609,19.2647
192,-68.1516,114.5097,23.2795
193,-64.8856,117.2528,27.286
194,-61.6716,119.9832,31.2669
195,-58.5105,122.6949,35.2116
196,-55.4036,125.3829,39.1133
197,-52.3524,128.0426,42.9667
198,-49.3587,130.6699,46.7674
199,-46.4245,133.2616,50.5122
200,-43.5525,135.8143,54.1979
201,-40.7459,138.3252,57.8217
202,-38.009,140.7916,61.381
203,-35.3469,143.2112,64.8736
204,-32.7665,145.5815,68.2972
205,-30.2767,147.9003,71.6495
206,-27.8893,150.1653,74.9287
207,-25.6199,152.3744,78.1328
208,-23.4889,154.5252,81.2602
209,-21.5234,156.6152,84.309
210,-19.7583,158.6417,87.2778
211,-18.2375,160.6014,90.1649
212,-17.012,162.4906,92.969
213,-16.1354,164.3044,95.6885
214,-15.6538,166.0366,98.3223
215,-15.5926,167.6789,100.8692
216,-15.947,169.2196,103.3279
217,16.6829,170.6419,105.6973
218,17.7471,171.9209,107.9763
219,19.0802,173.0213,110.164
220,20.6264,173.8939,112.2593
221,22.3384,174.4824,114.2613
222,24.178,174.7438,116.1691
223,26.1142,-174.6802,117.9816
224,28.1221,-174.3481,119.6982
225,30.1805,-173.8307,121.3177
226,32.2703,-173.2045,122.8397
227,34.3731,-172.5269,124.263
228,36.4701,-171.8369,125.587
229,38.5412,-171.1603,126.8105
230,40.5652,-170.5139,127.9328
231,42.5185,-169.9092,128.9531
232,44.3758,-169.3544,129.8704
233,46.1103,-168.855,130.6838
234,47.6941,-168.4156,131.3922
235,49.0991,-168.0388,131.9948
236,50.2979,-167.7275,132.4905
237,51.2647,-167.4832,132.878
238,51.9763,-167.3076,133.1564
239,52.4136,-167.2015,133.3245
240,52.5617,-167.1661,133.3807
241,52.5617,-167.1661,133.3807
242,52.5617,-167.1661,133.3807
243,52.5617,-167.1661,133.3807
244,52.5617,-167.1661,133.3807
245,52.5617,-167.1661,133.3807
246,52.5617,-167.1661,133.3807
247,52.5617,-167.1661,133.3807
248,52.5617,-167.1661,133.3807
249,52.5617,-167.1661,133.3807
250,52.5617,-167.1661,133.3807
