Frame,Pillar1,Pillar2,Pillar3,Pillar4
1,78.8888,48.9481,126.4464,36.3617
2,78.7862,48.8207,126.3578,35.8608
3,78.4805,48.4418,126.0939,34.4054
4,77.9752,47.8167,125.6577,32.106
5,77.2736,46.9504,125.0516,29.1302
6,76.3785,45.8484,124.2782,25.7127
7,75.2932,44.516,123.3397,22.1727
8,74.0204,42.9585,122.2381,18.9432
9,72.5631,41.1815,120.9755,16.5931
10,70.924,39.1907,119.5538,-15.7169
11,69.1058,36.9918,117.9748,-16.5655
12,67.1112,34.5905,116.2402,-18.8277
13,64.9428,31.993,114.3516,-21.9669
14,62.6035,29.2055,112.3108,-25.568
15,60.0957,26.2343,110.1192,-29.39
16,57.4221,23.0865,107.7784,-33.3089
17,54.5855,19.7696,105.29,-37.2659
18,51.5885,16.2928,102.6554,-41.2365
19,48.434,12.6691,99.8762,-45.2147
20,45.1246,8.9241,96.9539,-49.2032
21,41.6633,5.1453,93.8901,-53.2092
22,38.053,2.1391,90.6865,-57.2414
23,34.2968,-4.1774,87.3447,-61.309
24,30.398,-8.2787,83.8668,-65.4211
25,26.3599,-12.696,80.2546,-69.5855
26,22.1866,-17.2825,76.5106,-73.8098
27,17.8828,-22.005,72.637,-78.1004
28,13.4558,-26.8497,68.6371,-82.463
29,8.9219,-31.8085,64.514,-86.9025
30,4.354,-36.8756,60.2718,-91.4232
31,-1.6272,-42.0462,55.9156,-96.0288
32,-5.8435,-47.3165,51.4515,-100.7226
33,-10.8114,-52.6832,46.8873,-105.5072
34,-15.9449,-58.1431,42.2334,-110.385
35,-21.2018,-63.6938,37.504,-115.3582
36,-26.5698,-69.3331,32.7195,-120.4283
37,-32.0423,-75.0589,27.9107,-125.5969
38,-37.6145,-80.8696,23.1282,-130.8651
39,-43.2824,-86.7639,18.4647,-136.234
40,-49.0421,-92.7405,14.1131,-141.704
41,-54.89,-98.7985,10.5282,-147.2754
42,-60.8226,-104.9371,8.7139,-152.947
43,-66.8364,-111.1559,-9.6243,-158.716
44,-72.928,-117.4544,-12.5085,-164.5728
45,-79.0941,-123.8323,-16.0979,-170.4812
