Frame,Pillar1,Pillar2,Pillar3,Pillar4
1,78.8888,48.9481,126.4464,36.3617
2,78.829,48.8345,126.418,35.4211
3,78.6532,48.5014,126.335,32.7626
4,78.3665,47.9602,126.1993,28.787
5,77.9736,47.2229,126.0122,24.1041
6,77.4785,46.3017,125.7739,19.5102
7,76.8851,45.2094,125.4842,15.9188
8,76.1969,43.9595,125.1419,-14.1359
9,75.4174,42.5662,124.7452,-14.3177
10,74.5499,41.0444,124.2915,-15.8031
11,73.5981,39.4098,123.7774,-17.8142
12,72.5654,37.6785,123.1988,-19.894
13,71.4558,35.8674,122.5504,-21.8475
14,70.2734,33.9931,121.8259,-23.6111
15,69.0229,32.0728,121.0179,-25.1784
16,67.7091,30.1227,120.1173,-26.5645
17,66.3377,28.1586,119.1134,-27.7917
18,64.9145,26.1956,117.9936,-28.883
19,63.4461,24.2471,116.7425,-29.8593
20,61.9394,22.3256,115.3423,-30.7391
21,60.4019,20.4418,113.7713,-31.5382
22,58.8416,18.6048,112.004,-32.2701
23,57.2665,16.8225,110.0097,-32.9461
24,55.6851,15.101,107.7524,-33.5759
25,54.1063,13.4452,105.1893,-34.1678
26,52.5385,11.8589,102.2711,-34.7289
27,50.9907,10.3449,98.9414,-35.2654
28,49.4713,8.9054,95.1386,-35.7828
29,47.9887,7.5425,90.7996,-36.2859
30,46.5511,6.2586,85.8675,-36.7792
31,45.1664,5.058,80.3043,-37.2667
32,43.8421,3.9494,74.1093,-37.7522
33,42.5853,2.9534,67.3407,-38.2396
34,41.4032,2.1221,60.1317,-38.7323
35,40.3023,1.5911,52.6914,-39.2341
36,39.2893,-1.5595,45.2815,-39.7487
37,38.3707,-1.9668,38.1766,-40.2799
38,37.5532,-2.557,31.6291,-40.832
39,36.8438,-3.1887,25.8633,-41.4095
40,36.2499,-3.809,21.1094,-42.0173
41,35.9472,-4.3227,18.1291,-42.6771
42,36.0368,-4.6536,17.3229,-43.3476
43,36.4153,-4.8088,18.7166,-43.9375
44,36.9764,-4.7939,-22.2678,-44.3474
45,37.6079,-4.6109,-27.117,-44.4681
46,38.1936,-4.2595,-31.0122,-44.1837
47,38.7781,-3.7586,-33.2184,-43.5753
48,39.4783,-3.1453,-34.8154,-42.8096
49,40.2858,-2.4631,-35.7386,-41.8989
50,41.1926,-1.823,-36.02,-40.8554
51,42.1902,1.533,-35.7306,-39.6911
52,43.2702,1.9566,-34.9528,-38.4177
53,44.4239,2.8993,-33.7679,-37.0471
54,45.6426,4.0841,-32.2525,-35.591
55,46.9174,5.4008,-30.4774,-34.0609
56,48.2395,6.8052,-28.5089,-32.4682
57,49.6,8.2728,-26.4097,-30.8245
58,50.9898,9.7867,-24.2405,-29.1412
59,52.4,11.3325,-22.0615,-27.4296
60,53.8214,12.898,-19.9345,-25.701
61,55.2449,14.4713,-17.9238,-23.9666
62,56.6615,16.041,-16.0971,-22.2379
63,58.062,17.5962,-14.5246,-20.526
64,59.4372,19.126,-13.2725,-18.8421
65,60.778,20.6198,-12.3901,-17.1976
66,62.0752,22.067,11.8922,-15.6035
67,63.3196,23.457,11.746,-14.0712
68,64.502,24.7795,11.8761,-12.6119
69,65.6132,26.0241,12.1839,-11.2366
70,66.6438,27.1805,12.57,-9.9567
71,67.5846,28.2382,12.9476,-8.7834
72,68.4263,29.1872,13.2471,-7.7273
73,69.1593,30.017,13.4149,-6.7993
74,69.7742,30.7174,13.4113,-6.0095
75,70.2614,31.2782,13.2089,-5.3667
76,70.6112,31.6891,12.7916,-4.8788
77,70.8138,31.9396,12.157,-4.5525
78,70.8592,32.0195,11.3222,-4.3938
79,70.7374,31.9183,10.3361,-4.4101
80,70.4379,31.6255,9.3048,-4.6116
