Frame,Pillar1,Pillar2,Pillar3,Pillar4
47,2.3456,0.2933,2.1152,3.4798
48,2.3751,0.2685,2.1477,3.4714
49,2.4073,0.2527,2.1772,3.4593
50,2.4422,0.2476,2.2037,3.4435
51,2.4804,0.2552,2.2262,3.4226
52,2.5221,0.2756,2.2439,3.3957
53,2.5672,0.3069,2.2574,3.363
54,2.6154,0.347,2.2671,3.3247
55,2.6665,0.394,2.2733,3.281
56,2.7204,0.4468,2.2766,3.2321
57,2.777,0.5045,2.2774,3.1784
58,2.8362,0.5665,2.2761,3.1199
59,2.898,0.6325,2.2732,3.0571
60,2.9621,0.7021,2.2693,2.9902
61,3.0285,0.7751,2.2647,2.9194
62,3.0971,0.8512,2.2599,2.8449
63,3.1679,0.9303,2.2554,2.7671
64,3.2407,1.012,2.2516,2.6862
65,3.3154,1.0963,2.249,2.6025
66,3.3919,1.1827,2.2479,2.5163
67,3.47,1.2712,2.2487,2.4278
68,3.5496,1.3615,2.2517,2.3374
69,3.6306,1.4533,2.2572,2.2452
70,3.7127,1.5464,2.2655,2.1516
71,3.7957,1.6405,2.2766,2.0568
72,3.8795,1.7354,2.2908,1.9612
73,3.9639,1.8308,2.308,1.865
74,4.0486,1.9264,2.3283,1.7685
75,4.1335,2.0221,2.3516,1.672
76,4.2182,2.1174,2.3778,1.5758
77,4.3026,2.2121,2.4068,1.4801
78,4.3864,2.306,2.4382,1.3853
79,4.4694,2.3988,2.4719,1.2916
80,4.5513,2.4902,2.5076,1.1993
81,4.6318,2.5799,2.545,1.1087
82,4.7107,2.6676,2.5836,1.0202
83,4.7877,2.7531,2.6233,0.9339
84,4.8626,2.8361,2.6635,0.8502
85,4.935,2.9162,2.704,0.7694
86,5.0048,2.9933,2.7444,0.6918
87,5.0715,3.0669,2.7842,0.6177
88,5.1351,3.1369,2.8231,0.5474
89,5.1951,3.2029,2.8607,0.4811
90,5.2513,3.2647,2.8968,0.4193
91,5.3034,3.322,2.9308,0.3623
92,5.3512,3.3745,2.9625,0.3103
93,5.3944,3.4218,2.9915,0.2638
94,5.4327,3.4638,3.0175,0.2232
95,5.4658,3.5001,3.0402,0.1887
96,5.4935,3.5304,3.0594,0.1608
97,5.5155,3.5545,3.0747,0.1396
98,5.5316,3.5721,3.0859,0.125
99,5.5414,3.5829,3.0928,0.1169
100,5.5447,3.5865,3.0952,0.1148
101,5.5423,3.5847,3.0921,0.1158
102,5.535,3.5793,3.0832,0.1175
103,5.5231,3.5703,3.0686,0.1212
104,5.5067,3.5581,3.0486,0.1286
105,5.486,3.5427,3.0234,0.1416
106,5.4613,3.5244,2.9932,0.1612
107,5.4328,3.5034,2.9583,0.1876
108,5.4006,3.4799,2.9189,0.2205
109,5.365,3.454,2.8753,0.2594
110,5.3262,3.4261,2.8276,0.3037
111,5.2843,3.3964,2.7762,0.3528
112,5.2397,3.365,2.7213,0.4062
113,5.1926,3.3323,2.6631,0.4636
114,5.143,3.2985,2.6019,0.5245
115,5.0914,3.2638,2.5379,0.5886
116,5.0378,3.2284,2.4713,0.6556
117,4.9824,3.1926,2.4024,0.7251
118,4.9256,3.1566,2.3314,0.797
119,4.8675,3.1207,2.2586,0.871
120,4.8082,3.0849,2.1841,0.9467
121,4.748,3.0496,2.1084,1.0239
122,4.6871,3.0149,2.0314,1.1023
123,4.6256,2.9809,1.9536,1.1818
124,4.5638,2.9479,1.8751,1.262
125,4.5018,2.916,1.7962,1.3428
126,4.4397,2.8852,1.7171,1.4238
127,4.3778,2.8557,1.638,1.5048
128,4.3162,2.8275,1.5592,1.5856
129,4.2549,2.8006,1.4809,1.666
130,4.1942,2.7751,1.4032,1.7456
131,4.1341,2.751,1.3265,1.8244
132,4.0748,2.7282,1.2509,1.9019
133,4.0164,2.7065,1.1766,1.9781
134,3.9589,2.686,1.1038,2.0526
135,3.9024,2.6665,1.0328,2.1253
136,3.847,2.6478,0.9637,2.1959
137,3.7927,2.6298,0.8967,2.2641
138,3.7397,2.6123,0.8319,2.3298
139,3.6878,2.5949,0.7696,2.3928
140,3.6372,2.5776,0.7099,2.4528
141,3.588,2.5601,0.653,2.5096
142,3.54,2.542,0.5991,2.563
143,3.4933,2.5232,0.5484,2.6127
144,3.4481,2.5034,0.5011,2.6587
145,3.4042,2.4822,0.4576,2.7007
146,3.3618,2.4595,0.4184,2.7384
147,3.3209,2.4349,0.3841,2.7718
148,3.2816,2.4082,0.3554,2.8006
149,3.2439,2.3792,0.3335,2.8247
150,3.2081,2.3475,0.3195,2.8439
151,3.1735,2.314,0.313,2.8598
152,3.1396,2.2794,0.3128,2.8742
153,3.1064,2.2437,0.3191,2.8872
154,3.0739,2.207,0.3315,2.899
155,3.0422,2.1693,0.3494,2.9095
156,3.0112,2.1306,0.3723,2.919
157,2.981,2.091,0.3993,2.9275
158,2.9515,2.0505,0.4299,2.9352
159,2.9229,2.0092,0.4633,2.9422
160,2.8952,1.9671,0.4993,2.9486
161,2.8683,1.9242,0.5372,2.9544
162,2.8423,1.8806,0.577,2.9599
163,2.8172,1.8364,0.6182,2.965
164,2.7931,1.7916,0.6607,2.97
165,2.77,1.7463,0.7043,2.9749
166,2.7478,1.7005,0.7488,2.9798
167,2.7266,1.6543,0.7941,2.9847
168,2.7064,1.6077,0.8402,2.9899
169,2.6872,1.5609,0.8868,2.9953
170,2.669,1.5138,0.9339,3.0011
171,2.6518,1.4666,0.9815,3.0073
172,2.6356,1.4193,1.0293,3.014
173,2.6204,1.3719,1.0774,3.0212
174,2.6061,1.3246,1.1257,3.0291
175,2.5927,1.2773,1.1741,3.0376
176,2.5802,1.2303,1.2224,3.0469
177,2.5686,1.1834,1.2707,3.057
178,2.5578,1.1368,1.3189,3.0679
179,2.5476,1.0906,1.3669,3.0796
180,2.5382,1.0448,1.4146,3.0923
181,2.5294,0.9994,1.462,3.1058
182,2.5211,0.9546,1.509,3.1203
183,2.5132,0.9104,1.5555,3.1358
184,2.5058,0.8667,1.6014,3.1522
185,2.4986,0.8238,1.6468,3.1696
186,2.4916,0.7816,1.6915,3.1879
187,2.4847,0.7403,1.7355,3.2073
188,2.4778,0.6997,1.7787,3.2276
189,2.4707,0.6601,1.8211,3.2489
190,2.4635,0.6215,1.8625,3.2712
191,2.4558,0.5838,1.903,3.2944
192,2.4478,0.5473,1.9425,3.3186
193,2.4392,0.512,1.9809,3.3437
194,2.4298,0.4779,2.0182,3.3697
195,2.4197,0.4452,2.0544,3.3967
196,2.4087,0.4141,2.0894,3.4245
197,2.3966,0.3847,2.1231,3.4533
198,2.3833,0.3574,2.1555,3.4829
199,2.3687,0.3324,2.1867,3.5134
200,2.3527,0.3103,2.2165,3.5448
201,2.3327,0.2919,2.2434,3.5783
202,2.3063,0.2785,2.266,3.6148
203,2.2737,0.2717,2.2847,3.6541
204,2.2353,0.2733,2.3001,3.6961
205,2.1913,0.2846,2.3125,3.7406
206,2.142,0.3063,2.3225,3.7874
207,2.0879,0.3382,2.3305,3.8365
208,2.0291,0.3791,2.3369,3.8876
209,1.9662,0.4281,2.3424,3.9408
210,1.8994,0.4837,2.3473,3.9959
211,1.8292,0.5451,2.3521,4.0527
212,1.7558,0.6112,2.3571,4.1113
213,1.6797,0.6814,2.3628,4.1713
214,1.6013,0.755,2.3695,4.2327
215,1.5209,0.8314,2.3775,4.2954
216,1.439,0.91,2.387,4.359
217,1.3559,0.9903,2.3983,4.4235
218,1.2721,1.072,2.4115,4.4887
219,1.1881,1.1545,2.4266,4.5542
220,1.1041,1.2373,2.4437,4.6199
221,1.0208,1.3202,2.4627,4.6855
222,0.9385,1.4025,2.4836,4.7507
223,0.8577,1.484,2.5061,4.8152
224,0.7789,1.5642,2.5301,4.8788
225,0.7028,1.6427,2.5553,4.9412
226,0.6298,1.719,2.5815,5.0019
227,0.5606,1.7929,2.6083,5.0608
228,0.496,1.8637,2.6354,5.1174
229,0.4368,1.9313,2.6625,5.1714
230,0.384,1.995,2.689,5.2226
231,0.3385,2.0547,2.7148,5.2705
232,0.3015,2.1097,2.7393,5.3148
233,0.2735,2.1598,2.7622,5.3551
234,0.2547,2.2045,2.7831,5.3912
235,0.2442,2.2434,2.8016,5.4226
236,0.2402,2.2762,2.8175,5.4491
237,0.2403,2.3024,2.8303,5.4702
238,0.2423,2.3215,2.8397,5.4857
239,0.2444,2.3333,2.8456,5.4952
240,0.2452,2.3374,2.8476,5.4985
241,0.2452,2.3374,2.8476,5.4985
242,0.2452,2.3374,2.8476,5.4985
243,0.2452,2.3374,2.8476,5.4985
244,0.2452,2.3374,2.8476,5.4985
245,0.2452,2.3374,2.8476,5.4985
246,0.2452,2.3374,2.8476,5.4985
247,0.2452,2.3374,2.8476,5.4985
248,0.2452,2.3374,2.8476,5.4985
249,0.2452,2.3374,2.8476,5.4985
250,0.2452,2.3374,2.8476,5.4985
