Frame,Pillar1,Pillar2,Pillar3,Pillar4
1,78.8888,48.9481,126.4464,36.3617
2,78.5866,48.6205,126.1599,35.702
3,77.6961,47.6551,125.3162,33.7941
4,76.2416,46.0782,123.9387,30.8109
5,74.247,43.9157,122.0506,27.0441
6,71.7364,41.1941,119.675,22.9878
7,68.7335,37.9399,116.8349,19.5053
8,65.2621,34.1797,113.5529,-17.9477
9,61.346,29.941,109.852,-19.4779
10,57.0086,25.2518,105.7547,-23.843
11,52.2737,20.143,101.2837,-29.9533
12,47.1648,14.6519,96.4615,-36.9775
13,41.7058,8.8475,91.3105,-44.4681
14,35.9203,3.1583,85.8533,-52.199
15,29.8326,-4.7563,80.1123,-60.0551
16,23.4677,-11.3278,74.11,-67.9778
17,16.8529,-18.3908,67.8689,-75.9371
18,10.027,-25.7373,61.4117,-83.9173
19,3.1671,-33.3124,54.7611,-91.9097
20,-4.6028,-41.0807,47.9404,-99.9076
21,-11.8974,-49.012,40.9735,-107.9051
22,-19.4274,-57.0774,33.8857,-115.8949
23,-27.0888,-65.2493,26.7058,-123.8684
24,-34.8469,-73.5003,19.4728,-131.8146
25,-42.6743,-81.8034,12.2648,-139.7198
26,-50.5459,-90.1321,5.4628,-147.5663
27,-58.4367,-98.4599,-4.3657,-155.3276
28,-66.3222,-106.7608,-10.8787,-162.953
29,-74.178,-115.009,-18.0725,-170.2799
30,-81.9792,-123.1788,-25.3259,-175.9513
31,-89.7016,-131.2451,-32.5402,172.8283
32,-97.3203,-139.1823,-39.6707,166.0801
33,-104.8106,-146.9651,-46.6846,159.1047
34,-112.1479,-154.5668,-53.5528,152.2099
35,-119.3072,-161.9573,-60.2461,145.4714
36,-126.2638,-169.0904,-66.7354,138.9267
37,-132.9926,-175.7755,-72.9895,132.6029
38,-139.4685,176.588,-78.975,126.5233
39,-145.6663,170.5548,-84.6554,120.7097
40,-151.5605,164.55,-89.9896,115.1831
41,-157.1249,158.8402,-94.9298,109.9642
42,-162.3321,153.4749,-99.4199,105.0736
43,-167.1519,148.4834,-103.3912,100.5316
44,-171.5441,143.8902,-106.7574,96.3586
45,-175.4224,139.718,-109.4063,92.5748
46,-178.2136,135.9891,-111.188,89.2006
47,177.0954,132.7251,-111.8965,86.2559
48,174.7455,129.9473,-111.242,83.7608
49,172.7503,127.677,-108.815,81.7354
50,171.2632,125.9352,-104.0563,80.1994
51,170.3342,124.7428,-96.2979,79.1726
52,170.1229,124.2671,-85.1238,78.841
53,170.746,124.6409,-70.8857,79.3567
54,172.1659,125.8333,-55.1386,80.6884
55,174.3214,127.8133,-40.3508,82.8051
56,176.9984,130.5498,-28.792,85.6756
57,-177.7124,134.0119,-22.3913,89.2692
58,-173.9299,138.1683,22.3506,93.5547
59,-168.9676,142.9878,27.0698,98.5014
60,-163.2905,148.4386,34.0185,104.0785
61,-156.982,154.4879,41.9255,110.2551
62,-150.0865,161.0999,50.345,117.0003
63,-142.6395,168.225,59.1316,124.2834
64,-134.6739,175.6736,68.2381,132.0732
65,-126.2211,-175.4504,77.6479,140.3383
66,-117.3123,-167.0652,87.3518,149.0462
67,-107.9783,-158.0815,97.34,158.1607
68,-98.2497,-148.6826,107.5999,167.6281
69,-88.1573,-138.9172,118.1142,177.0568
70,-77.7319,-128.8213,128.8597,-171.9789
71,-67.0043,-118.4274,139.8029,-161.5914
72,-56.0059,-107.767,150.8858,-150.8611
73,-44.769,-96.8714,161.953,-139.8806
74,-33.3291,-85.7716,172.0587,-128.6905
75,-21.7322,-74.4983,-171.5853,-117.324
76,-10.0988,-63.0829,-161.0849,-105.813
77,3.251,-51.5565,-149.4962,-94.1883
